ano,divulgacao_aprox,focus_ultima_mediana_pct_pib,focus_ultima_survey_date,focus_n_respondentes,n_surveys_focus_ano,dbgg_realizado_dez_pct_pib,dbgg_sgs_data_obs,dbgg_sgs_codigo,erro_focus_vs_realizado_pp
2025,2026-05-01,79.65,2026-01-29,39,2016,78.64,2025-12-01,13762,1.0100000000000051
