survey_date,ano_ref,dlsp_focus_med_pct_pib,numeroRespondentes
2020-07-31,2025,72.85,14
2020-08-03,2020,67.85,20
2020-08-03,2021,70.0,19
2020-08-03,2022,69.65,16
2020-08-03,2023,71.1,14
2020-08-03,2024,72.6,14
2020-08-03,2025,72.85,14
2020-08-04,2020,67.85,20
2020-08-04,2021,70.0,19
2020-08-04,2022,69.65,16
2020-08-04,2023,71.1,14
2020-08-04,2024,72.6,14
2020-08-04,2025,72.85,14
2020-08-05,2020,67.85,20
2020-08-05,2021,70.0,19
2020-08-05,2022,69.65,16
2020-08-05,2023,71.1,14
2020-08-05,2024,72.6,14
2020-08-05,2025,72.85,14
2020-08-06,2020,67.5,19
2020-08-06,2021,69.83,18
2020-08-06,2022,69.1,15
2020-08-06,2023,69.1,13
2020-08-06,2024,71.4,13
2020-08-06,2025,72.4,13
2020-08-07,2020,67.5,21
2020-08-07,2021,69.83,20
2020-08-07,2022,70.45,16
2020-08-07,2023,71.1,14
2020-08-07,2024,72.6,14
2020-08-07,2025,72.85,14
2020-08-10,2020,67.25,20
2020-08-10,2021,69.65,19
2020-08-10,2022,70.45,16
2020-08-10,2023,71.1,14
2020-08-10,2024,72.6,14
2020-08-10,2025,72.85,14
2020-08-11,2020,67.25,20
2020-08-11,2021,69.65,19
2020-08-11,2022,70.45,16
2020-08-11,2023,71.7,14
2020-08-11,2024,73.5,14
2020-08-11,2025,73.8,14
2020-08-12,2020,67.25,20
2020-08-12,2021,69.65,19
2020-08-12,2022,70.45,16
2020-08-12,2023,71.7,14
2020-08-12,2024,73.5,14
2020-08-12,2025,73.8,14
2020-08-13,2020,67.25,20
2020-08-13,2021,69.65,19
2020-08-13,2022,70.45,16
2020-08-13,2023,71.7,14
2020-08-13,2024,73.5,14
2020-08-13,2025,73.8,14
2020-08-14,2020,67.25,20
2020-08-14,2021,69.65,19
2020-08-14,2022,70.45,16
2020-08-14,2023,71.7,14
2020-08-14,2024,73.5,14
2020-08-14,2025,73.8,14
2020-08-17,2020,67.0,19
2020-08-17,2021,69.65,19
2020-08-17,2022,70.45,16
2020-08-17,2023,71.7,14
2020-08-17,2024,73.5,14
2020-08-17,2025,73.8,14
2020-08-18,2020,67.0,19
2020-08-18,2021,69.65,19
2020-08-18,2022,70.45,16
2020-08-18,2023,71.4,14
2020-08-18,2024,72.7,14
2020-08-18,2025,72.0,14
2020-08-19,2020,67.0,19
2020-08-19,2021,69.65,19
2020-08-19,2022,70.45,16
2020-08-19,2023,71.4,14
2020-08-19,2024,72.7,14
2020-08-19,2025,72.0,14
2020-08-20,2020,67.0,19
2020-08-20,2021,69.65,19
2020-08-20,2022,70.45,16
2020-08-20,2023,71.4,14
2020-08-20,2024,72.7,14
2020-08-20,2025,72.0,14
2020-08-21,2020,67.0,19
2020-08-21,2021,69.65,19
2020-08-21,2022,70.45,16
2020-08-21,2023,71.4,14
2020-08-21,2024,72.7,14
2020-08-21,2025,72.0,14
2020-08-24,2020,67.0,17
2020-08-24,2021,69.65,17
2020-08-24,2022,70.7,15
2020-08-24,2023,72.5,13
2020-08-24,2024,73.2,13
2020-08-24,2025,72.4,13
2020-08-25,2020,67.0,17
2020-08-25,2021,69.65,17
2020-08-25,2022,70.7,15
2020-08-25,2023,72.5,13
2020-08-25,2024,73.2,13
2020-08-25,2025,72.4,13
2020-08-26,2020,67.0,17
2020-08-26,2021,69.65,17
2020-08-26,2022,70.7,15
2020-08-26,2023,72.5,13
2020-08-26,2024,73.2,13
2020-08-26,2025,72.4,13
2020-08-27,2020,67.0,17
2020-08-27,2021,69.65,17
2020-08-27,2022,70.7,15
2020-08-27,2023,72.5,13
2020-08-27,2024,73.2,13
2020-08-27,2025,72.4,13
2020-08-28,2020,66.7,18
2020-08-28,2021,69.48,18
2020-08-28,2022,70.95,16
2020-08-28,2023,72.7,14
2020-08-28,2024,73.5,14
2020-08-28,2025,73.8,14
2020-08-31,2020,67.25,18
2020-08-31,2021,69.65,17
2020-08-31,2022,71.2,15
2020-08-31,2023,72.9,13
2020-08-31,2024,73.8,13
2020-08-31,2025,75.2,13
2020-09-01,2020,67.0,19
2020-09-01,2021,69.48,18
2020-09-01,2022,70.95,16
2020-09-01,2023,72.7,14
2020-09-01,2024,73.8,13
2020-09-01,2025,75.2,13
2020-09-02,2020,67.0,19
2020-09-02,2021,69.48,18
2020-09-02,2022,70.95,16
2020-09-02,2023,72.7,14
2020-09-02,2024,73.8,13
2020-09-02,2025,75.2,13
2020-09-03,2020,67.0,19
2020-09-03,2021,69.48,18
2020-09-03,2022,70.95,16
2020-09-03,2023,72.7,14
2020-09-03,2024,73.8,13
2020-09-03,2025,75.2,13
2020-09-04,2020,67.0,19
2020-09-04,2021,69.83,18
2020-09-04,2022,71.5,16
2020-09-04,2023,73.0,14
2020-09-04,2024,74.2,12
2020-09-04,2025,75.25,12
2020-09-08,2020,67.25,16
2020-09-08,2021,70.0,15
2020-09-08,2022,71.1,14
2020-09-08,2023,72.7,12
2020-09-08,2024,73.5,10
2020-09-08,2025,73.85,10
2020-09-09,2020,67.0,17
2020-09-09,2021,69.65,16
2020-09-09,2022,71.0,15
2020-09-09,2023,72.5,13
2020-09-09,2024,73.2,11
2020-09-09,2025,72.4,11
2020-09-10,2020,67.0,17
2020-09-10,2021,69.65,16
2020-09-10,2022,71.0,15
2020-09-10,2023,72.5,13
2020-09-10,2024,73.2,11
2020-09-10,2025,72.4,11
2020-09-11,2020,67.5,19
2020-09-11,2021,69.95,18
2020-09-11,2022,70.85,16
2020-09-11,2023,71.6,14
2020-09-11,2024,73.9,12
2020-09-11,2025,75.25,12
2020-09-14,2020,67.55,18
2020-09-14,2021,70.0,17
2020-09-14,2022,71.0,15
2020-09-14,2023,72.9,13
2020-09-14,2024,74.6,11
2020-09-14,2025,75.3,11
2020-09-15,2020,67.55,18
2020-09-15,2021,70.0,17
2020-09-15,2022,71.0,15
2020-09-15,2023,72.9,13
2020-09-15,2024,74.6,11
2020-09-15,2025,75.3,11
2020-09-16,2020,67.55,18
2020-09-16,2021,70.0,17
2020-09-16,2022,71.0,15
2020-09-16,2023,72.9,13
2020-09-16,2024,74.6,11
2020-09-16,2025,75.3,11
2020-09-17,2020,67.5,19
2020-09-17,2021,69.95,18
2020-09-17,2022,70.9,16
2020-09-17,2023,73.0,14
2020-09-17,2024,74.7,12
2020-09-17,2025,75.6,12
2020-09-18,2020,67.25,20
2020-09-18,2021,69.9,19
2020-09-18,2022,70.8,17
2020-09-18,2023,73.0,14
2020-09-18,2024,74.7,12
2020-09-18,2025,75.6,12
2020-09-21,2020,67.25,20
2020-09-21,2021,69.9,19
2020-09-21,2022,70.8,17
2020-09-21,2023,73.0,14
2020-09-21,2024,74.7,12
2020-09-21,2025,75.6,12
2020-09-22,2020,67.25,20
2020-09-22,2021,69.9,19
2020-09-22,2022,70.8,17
2020-09-22,2023,73.0,14
2020-09-22,2024,74.7,12
2020-09-22,2025,75.6,12
2020-09-23,2020,67.25,20
2020-09-23,2021,69.9,19
2020-09-23,2022,70.8,17
2020-09-23,2023,73.0,14
2020-09-23,2024,74.7,12
2020-09-23,2025,75.6,12
2020-09-24,2020,67.25,20
2020-09-24,2021,69.9,19
2020-09-24,2022,70.8,17
2020-09-24,2023,73.0,14
2020-09-24,2024,74.7,12
2020-09-24,2025,75.6,12
2020-09-25,2020,67.0,21
2020-09-25,2021,69.95,20
2020-09-25,2022,70.9,18
2020-09-25,2023,73.1,15
2020-09-25,2024,74.8,13
2020-09-25,2025,75.9,13
2020-09-28,2020,67.5,19
2020-09-28,2021,70.0,18
2020-09-28,2022,70.9,16
2020-09-28,2023,73.2,13
2020-09-28,2024,75.5,11
2020-09-28,2025,76.4,11
2020-09-29,2020,67.5,19
2020-09-29,2021,70.0,18
2020-09-29,2022,70.9,16
2020-09-29,2023,73.2,13
2020-09-29,2024,75.5,11
2020-09-29,2025,76.4,11
2020-09-30,2020,67.5,19
2020-09-30,2021,70.0,18
2020-09-30,2022,70.9,16
2020-09-30,2023,73.2,13
2020-09-30,2024,75.5,11
2020-09-30,2025,76.4,11
2020-10-01,2020,67.3,18
2020-10-01,2021,70.0,18
2020-10-01,2022,70.9,16
2020-10-01,2023,73.2,13
2020-10-01,2024,75.5,11
2020-10-01,2025,76.4,11
2020-10-02,2020,67.55,20
2020-10-02,2021,70.0,19
2020-10-02,2022,71.0,17
2020-10-02,2023,73.15,14
2020-10-02,2024,75.5,13
2020-10-02,2025,76.4,13
2020-10-05,2020,67.55,20
2020-10-05,2021,70.0,19
2020-10-05,2022,71.0,17
2020-10-05,2023,73.15,14
2020-10-05,2024,75.5,13
2020-10-05,2025,76.4,13
2020-10-06,2020,67.55,20
2020-10-06,2021,70.0,19
2020-10-06,2022,71.0,17
2020-10-06,2023,73.15,14
2020-10-06,2024,75.5,13
2020-10-06,2025,76.4,13
2020-10-07,2020,67.5,21
2020-10-07,2021,69.6,20
2020-10-07,2022,70.9,18
2020-10-07,2023,73.1,15
2020-10-07,2024,75.15,14
2020-10-07,2025,76.15,14
2020-10-08,2020,67.5,21
2020-10-08,2021,69.6,20
2020-10-08,2022,70.9,18
2020-10-08,2023,73.1,15
2020-10-08,2024,75.15,14
2020-10-08,2025,76.15,14
2020-10-09,2020,67.0,21
2020-10-09,2021,69.2,20
2020-10-09,2022,70.9,18
2020-10-09,2023,73.1,15
2020-10-09,2024,75.15,14
2020-10-09,2025,76.15,14
2020-10-13,2020,67.0,19
2020-10-13,2021,69.2,18
2020-10-13,2022,70.9,16
2020-10-13,2023,73.1,13
2020-10-13,2024,75.65,12
2020-10-13,2025,76.6,12
2020-10-14,2020,67.15,20
2020-10-14,2021,69.3,19
2020-10-14,2022,70.9,16
2020-10-14,2023,73.1,13
2020-10-14,2024,75.65,12
2020-10-14,2025,76.6,12
2020-10-15,2020,67.15,20
2020-10-15,2021,69.3,19
2020-10-15,2022,70.9,16
2020-10-15,2023,73.1,13
2020-10-15,2024,75.65,12
2020-10-15,2025,76.6,12
2020-10-16,2020,67.4,20
2020-10-16,2021,70.0,19
2020-10-16,2022,71.1,16
2020-10-16,2023,73.7,13
2020-10-16,2024,75.8,12
2020-10-16,2025,76.9,12
2020-10-19,2020,67.74,18
2020-10-19,2021,70.0,17
2020-10-19,2022,72.1,14
2020-10-19,2023,74.05,12
2020-10-19,2024,75.8,11
2020-10-19,2025,77.0,11
2020-10-20,2020,67.74,18
2020-10-20,2021,70.0,17
2020-10-20,2022,72.1,14
2020-10-20,2023,74.05,12
2020-10-20,2024,75.8,11
2020-10-20,2025,77.0,11
2020-10-21,2020,67.74,18
2020-10-21,2021,70.0,17
2020-10-21,2022,72.1,14
2020-10-21,2023,74.05,12
2020-10-21,2024,75.8,11
2020-10-21,2025,77.0,11
2020-10-22,2020,67.74,18
2020-10-22,2021,70.0,17
2020-10-22,2022,72.1,14
2020-10-22,2023,74.05,12
2020-10-22,2024,75.8,11
2020-10-22,2025,77.0,11
2020-10-23,2020,67.74,20
2020-10-23,2021,70.0,19
2020-10-23,2022,71.8,16
2020-10-23,2023,73.85,14
2020-10-23,2024,75.8,13
2020-10-23,2025,76.8,13
2020-10-26,2020,67.5,21
2020-10-26,2021,70.0,20
2020-10-26,2022,71.8,16
2020-10-26,2023,73.85,14
2020-10-26,2024,75.8,13
2020-10-26,2025,76.8,13
2020-10-27,2020,67.5,21
2020-10-27,2021,70.0,20
2020-10-27,2022,71.8,16
2020-10-27,2023,73.85,14
2020-10-27,2024,75.8,13
2020-10-27,2025,76.8,13
2020-10-28,2020,67.5,21
2020-10-28,2021,70.0,20
2020-10-28,2022,71.8,16
2020-10-28,2023,73.85,14
2020-10-28,2024,75.8,13
2020-10-28,2025,76.8,13
2020-10-29,2020,67.5,21
2020-10-29,2021,70.0,20
2020-10-29,2022,71.8,16
2020-10-29,2023,73.85,14
2020-10-29,2024,75.8,13
2020-10-29,2025,76.8,13
2020-10-30,2020,67.4,22
2020-10-30,2021,70.0,21
2020-10-30,2022,71.5,17
2020-10-30,2023,73.8,15
2020-10-30,2024,75.8,13
2020-10-30,2025,76.8,13
2020-11-03,2020,67.74,22
2020-11-03,2021,70.0,21
2020-11-03,2022,72.1,17
2020-11-03,2023,74.45,14
2020-11-03,2024,76.05,12
2020-11-03,2025,77.5,12
2020-11-04,2020,67.74,22
2020-11-04,2021,70.0,21
2020-11-04,2022,72.1,17
2020-11-04,2023,74.45,14
2020-11-04,2024,76.05,12
2020-11-04,2025,77.5,12
2020-11-05,2020,67.74,22
2020-11-05,2021,70.0,21
2020-11-05,2022,72.1,17
2020-11-05,2023,74.45,14
2020-11-05,2024,76.05,12
2020-11-05,2025,77.5,12
2020-11-06,2020,67.74,22
2020-11-06,2021,70.0,21
2020-11-06,2022,72.1,17
2020-11-06,2023,74.45,14
2020-11-06,2024,76.05,12
2020-11-06,2025,77.5,12
2020-11-09,2020,67.74,20
2020-11-09,2021,70.0,19
2020-11-09,2022,72.55,16
2020-11-09,2023,75.0,13
2020-11-09,2024,76.1,11
2020-11-09,2025,78.0,11
2020-11-10,2020,67.5,21
2020-11-10,2021,70.0,20
2020-11-10,2022,72.1,17
2020-11-10,2023,74.45,14
2020-11-10,2024,76.05,12
2020-11-10,2025,77.5,12
2020-11-11,2020,67.5,21
2020-11-11,2021,70.0,20
2020-11-11,2022,72.1,17
2020-11-11,2023,74.45,14
2020-11-11,2024,76.05,12
2020-11-11,2025,77.5,12
2020-11-12,2020,67.5,21
2020-11-12,2021,70.0,20
2020-11-12,2022,72.1,17
2020-11-12,2023,74.4,14
2020-11-12,2024,75.9,12
2020-11-12,2025,76.9,12
2020-11-13,2020,67.0,23
2020-11-13,2021,69.6,22
2020-11-13,2022,71.2,19
2020-11-13,2023,73.5,16
2020-11-13,2024,75.8,14
2020-11-13,2025,76.6,14
2020-11-16,2020,67.0,22
2020-11-16,2021,69.2,21
2020-11-16,2022,71.2,19
2020-11-16,2023,73.5,16
2020-11-16,2024,75.8,14
2020-11-16,2025,76.6,14
2020-11-17,2020,67.0,23
2020-11-17,2021,69.15,22
2020-11-17,2022,71.1,20
2020-11-17,2023,73.2,17
2020-11-17,2024,75.3,16
2020-11-17,2025,76.15,16
2020-11-18,2020,67.0,23
2020-11-18,2021,69.15,22
2020-11-18,2022,71.1,20
2020-11-18,2023,73.2,17
2020-11-18,2024,75.3,16
2020-11-18,2025,76.15,16
2020-11-19,2020,67.0,23
2020-11-19,2021,68.77,22
2020-11-19,2022,70.7,20
2020-11-19,2023,72.65,16
2020-11-19,2024,74.6,15
2020-11-19,2025,75.2,15
2020-11-20,2020,67.0,24
2020-11-20,2021,69.1,23
2020-11-20,2022,71.0,21
2020-11-20,2023,72.9,17
2020-11-20,2024,74.95,16
2020-11-20,2025,76.15,16
2020-11-23,2020,66.6,22
2020-11-23,2021,68.77,22
2020-11-23,2022,70.7,20
2020-11-23,2023,72.65,16
2020-11-23,2024,75.1,15
2020-11-23,2025,76.4,15
2020-11-24,2020,66.6,22
2020-11-24,2021,68.77,22
2020-11-24,2022,70.7,20
2020-11-24,2023,72.65,16
2020-11-24,2024,75.1,15
2020-11-24,2025,76.4,15
2020-11-25,2020,67.0,23
2020-11-25,2021,69.1,23
2020-11-25,2022,71.0,21
2020-11-25,2023,72.9,17
2020-11-25,2024,74.95,16
2020-11-25,2025,76.15,16
2020-11-26,2020,67.0,23
2020-11-26,2021,69.1,23
2020-11-26,2022,71.0,21
2020-11-26,2023,72.9,17
2020-11-26,2024,74.95,16
2020-11-26,2025,76.15,16
2020-11-27,2020,66.2,23
2020-11-27,2021,68.44,23
2020-11-27,2022,70.83,21
2020-11-27,2023,72.9,17
2020-11-27,2024,74.95,16
2020-11-27,2025,76.15,16
2020-11-30,2020,66.2,23
2020-11-30,2021,68.44,23
2020-11-30,2022,70.92,20
2020-11-30,2023,73.05,16
2020-11-30,2024,74.95,16
2020-11-30,2025,76.15,16
2020-12-01,2020,66.18,24
2020-12-01,2021,68.27,24
2020-12-01,2022,70.83,21
2020-12-01,2023,72.9,17
2020-12-01,2024,74.8,17
2020-12-01,2025,75.9,17
2020-12-02,2020,66.18,24
2020-12-02,2021,68.27,24
2020-12-02,2022,70.83,21
2020-12-02,2023,72.9,17
2020-12-02,2024,74.8,17
2020-12-02,2025,75.9,17
2020-12-03,2020,66.18,24
2020-12-03,2021,68.27,24
2020-12-03,2022,70.83,21
2020-12-03,2023,72.9,17
2020-12-03,2024,74.8,17
2020-12-03,2025,75.9,17
2020-12-04,2020,66.1,25
2020-12-04,2021,68.1,25
2020-12-04,2022,70.4,21
2020-12-04,2023,72.4,17
2020-12-04,2024,74.6,17
2020-12-04,2025,75.2,17
2020-12-07,2020,66.0,25
2020-12-07,2021,67.72,25
2020-12-07,2022,70.4,21
2020-12-07,2023,72.4,17
2020-12-07,2024,74.6,17
2020-12-07,2025,75.2,17
2020-12-08,2020,66.0,25
2020-12-08,2021,67.72,25
2020-12-08,2022,70.4,21
2020-12-08,2023,72.4,17
2020-12-08,2024,74.6,17
2020-12-08,2025,75.2,17
2020-12-09,2020,66.0,25
2020-12-09,2021,67.72,25
2020-12-09,2022,70.4,21
2020-12-09,2023,72.4,17
2020-12-09,2024,74.6,17
2020-12-09,2025,75.2,17
2020-12-10,2020,65.96,25
2020-12-10,2021,67.6,25
2020-12-10,2022,70.4,21
2020-12-10,2023,71.7,17
2020-12-10,2024,74.6,17
2020-12-10,2025,75.2,17
2020-12-11,2020,65.7,25
2020-12-11,2021,67.01,25
2020-12-11,2022,69.3,21
2020-12-11,2023,71.4,17
2020-12-11,2024,73.4,17
2020-12-11,2025,74.9,17
2020-12-14,2020,65.25,24
2020-12-14,2021,67.3,24
2020-12-14,2022,69.85,20
2020-12-14,2023,71.55,16
2020-12-14,2024,74.0,16
2020-12-14,2025,75.05,16
2020-12-15,2020,65.25,24
2020-12-15,2021,67.3,24
2020-12-15,2022,69.85,20
2020-12-15,2023,70.85,16
2020-12-15,2024,73.55,16
2020-12-15,2025,75.05,16
2020-12-16,2020,65.1,24
2020-12-16,2021,66.8,24
2020-12-16,2022,69.15,20
2020-12-16,2023,69.95,16
2020-12-16,2024,72.5,16
2020-12-16,2025,73.65,16
2020-12-17,2020,65.1,24
2020-12-17,2021,66.8,24
2020-12-17,2022,69.15,20
2020-12-17,2023,69.95,16
2020-12-17,2024,72.5,16
2020-12-17,2025,73.65,16
2020-12-18,2020,65.2,23
2020-12-18,2021,67.0,23
2020-12-18,2022,69.3,19
2020-12-18,2023,70.0,15
2020-12-18,2024,73.4,15
2020-12-18,2025,74.9,15
2020-12-21,2020,65.1,20
2020-12-21,2021,66.3,20
2020-12-21,2022,68.3,16
2020-12-21,2023,69.9,13
2020-12-21,2024,71.6,13
2020-12-21,2025,72.4,13
2020-12-22,2020,65.1,20
2020-12-22,2021,66.3,20
2020-12-22,2022,68.3,16
2020-12-22,2023,69.9,13
2020-12-22,2024,71.6,13
2020-12-22,2025,72.4,13
2020-12-23,2020,65.1,20
2020-12-23,2021,66.3,20
2020-12-23,2022,68.3,16
2020-12-23,2023,69.9,13
2020-12-23,2024,71.6,13
2020-12-23,2025,72.4,13
2020-12-24,2020,65.0,19
2020-12-24,2021,66.6,19
2020-12-24,2022,68.3,16
2020-12-24,2023,69.9,13
2020-12-24,2024,71.6,13
2020-12-24,2025,72.4,13
2020-12-28,2020,65.0,19
2020-12-28,2021,66.6,19
2020-12-28,2022,67.71,16
2020-12-28,2023,69.6,13
2020-12-28,2024,71.0,13
2020-12-28,2025,72.0,13
2020-12-29,2020,64.6,19
2020-12-29,2021,66.3,19
2020-12-29,2022,67.71,16
2020-12-29,2023,69.6,13
2020-12-29,2024,71.0,13
2020-12-29,2025,72.0,13
2020-12-30,2020,64.6,19
2020-12-30,2021,66.3,19
2020-12-30,2022,67.71,16
2020-12-30,2023,69.6,13
2020-12-30,2024,71.0,13
2020-12-30,2025,72.0,13
2020-12-31,2020,64.6,19
2020-12-31,2021,66.3,19
2020-12-31,2022,67.71,16
2020-12-31,2023,69.6,13
2020-12-31,2024,71.0,13
2020-12-31,2025,72.0,13
2021-01-04,2020,63.8,17
2021-01-04,2021,66.0,17
2021-01-04,2022,67.6,15
2021-01-04,2023,69.41,12
2021-01-04,2024,71.05,12
2021-01-04,2025,71.92,12
2021-01-05,2020,63.8,17
2021-01-05,2021,66.0,17
2021-01-05,2022,67.6,15
2021-01-05,2023,69.41,12
2021-01-05,2024,71.05,12
2021-01-05,2025,71.92,12
2021-01-06,2020,63.8,17
2021-01-06,2021,66.0,17
2021-01-06,2022,67.0,15
2021-01-06,2023,69.41,12
2021-01-06,2024,71.05,12
2021-01-06,2025,71.92,12
2021-01-07,2020,63.75,16
2021-01-07,2021,64.95,16
2021-01-07,2022,66.8,14
2021-01-07,2023,69.4,11
2021-01-07,2024,70.9,11
2021-01-07,2025,72.3,11
2021-01-08,2020,63.75,16
2021-01-08,2021,64.95,16
2021-01-08,2022,66.8,14
2021-01-08,2023,69.4,11
2021-01-08,2024,70.9,11
2021-01-08,2025,72.3,11
2021-01-11,2020,63.7,15
2021-01-11,2021,65.45,15
2021-01-11,2022,67.2,14
2021-01-11,2023,69.31,10
2021-01-11,2024,70.7,10
2021-01-11,2025,71.87,10
2021-01-12,2020,63.7,15
2021-01-12,2021,65.45,15
2021-01-12,2022,67.2,14
2021-01-12,2023,69.31,10
2021-01-12,2024,70.7,10
2021-01-12,2025,71.87,10
2021-01-13,2020,63.5,16
2021-01-13,2021,64.95,16
2021-01-13,2022,66.1,15
2021-01-13,2023,68.76,10
2021-01-13,2024,70.2,10
2021-01-13,2025,71.07,10
2021-01-14,2020,63.5,16
2021-01-14,2021,64.95,16
2021-01-14,2022,66.1,15
2021-01-14,2023,68.76,10
2021-01-14,2024,70.2,10
2021-01-14,2025,71.07,10
2021-01-15,2020,63.48,18
2021-01-15,2021,64.95,18
2021-01-15,2022,66.6,17
2021-01-15,2023,69.22,11
2021-01-15,2024,70.5,11
2021-01-15,2025,71.43,11
2021-01-18,2020,63.48,16
2021-01-18,2021,64.9,16
2021-01-18,2022,67.0,15
2021-01-18,2023,69.4,9
2021-01-18,2024,70.9,9
2021-01-18,2025,72.3,9
2021-01-19,2020,63.48,16
2021-01-19,2021,64.9,16
2021-01-19,2022,67.0,15
2021-01-19,2023,69.4,9
2021-01-19,2024,70.9,9
2021-01-19,2025,72.3,9
2021-01-20,2020,63.46,17
2021-01-20,2021,64.9,17
2021-01-20,2022,66.8,16
2021-01-20,2023,69.31,10
2021-01-20,2024,71.25,10
2021-01-20,2025,72.35,10
2021-01-21,2020,63.28,16
2021-01-21,2021,64.45,16
2021-01-21,2022,66.6,15
2021-01-21,2023,69.22,9
2021-01-21,2024,70.9,9
2021-01-21,2025,72.3,9
2021-01-22,2020,63.28,18
2021-01-22,2021,64.45,18
2021-01-22,2022,66.6,17
2021-01-22,2023,69.22,11
2021-01-22,2024,70.9,11
2021-01-22,2025,72.3,11
2021-01-25,2020,63.28,18
2021-01-25,2021,64.45,18
2021-01-25,2022,66.6,17
2021-01-25,2023,68.86,12
2021-01-25,2024,70.7,12
2021-01-25,2025,71.87,12
2021-01-26,2020,63.28,18
2021-01-26,2021,64.45,18
2021-01-26,2022,66.6,17
2021-01-26,2023,68.86,12
2021-01-26,2024,70.7,12
2021-01-26,2025,71.87,12
2021-01-27,2020,63.28,18
2021-01-27,2021,64.45,18
2021-01-27,2022,66.6,17
2021-01-27,2023,68.86,12
2021-01-27,2024,70.7,12
2021-01-27,2025,71.87,12
2021-01-28,2020,63.1,17
2021-01-28,2021,64.0,17
2021-01-28,2022,66.35,16
2021-01-28,2023,68.5,11
2021-01-28,2024,70.9,11
2021-01-28,2025,72.3,11
2021-01-29,2021,64.45,18
2021-01-29,2022,65.8,16
2021-01-29,2023,68.15,12
2021-01-29,2024,70.9,11
2021-01-29,2025,72.3,11
2021-02-01,2021,64.45,18
2021-02-01,2022,65.8,16
2021-02-01,2023,68.15,12
2021-02-01,2024,70.9,11
2021-02-01,2025,72.3,11
2021-02-02,2021,64.0,19
2021-02-02,2022,65.8,17
2021-02-02,2023,68.2,13
2021-02-02,2024,70.9,12
2021-02-02,2025,72.35,12
2021-02-03,2021,64.0,19
2021-02-03,2022,65.8,17
2021-02-03,2023,68.2,13
2021-02-03,2024,70.9,12
2021-02-03,2025,72.35,12
2021-02-04,2021,63.9,18
2021-02-04,2022,65.4,16
2021-02-04,2023,68.0,12
2021-02-04,2024,70.9,11
2021-02-04,2025,72.3,11
2021-02-05,2021,64.0,19
2021-02-05,2022,65.8,17
2021-02-05,2023,68.2,13
2021-02-05,2024,71.1,12
2021-02-05,2025,71.95,12
2021-02-08,2021,63.9,20
2021-02-08,2022,65.4,18
2021-02-08,2023,68.0,14
2021-02-08,2024,70.9,13
2021-02-08,2025,71.5,13
2021-02-09,2021,63.9,20
2021-02-09,2022,65.4,18
2021-02-09,2023,68.0,14
2021-02-09,2024,70.9,13
2021-02-09,2025,71.5,13
2021-02-10,2021,63.9,20
2021-02-10,2022,65.4,18
2021-02-10,2023,68.0,14
2021-02-10,2024,70.9,13
2021-02-10,2025,71.5,13
2021-02-11,2021,63.9,20
2021-02-11,2022,65.4,18
2021-02-11,2023,68.0,14
2021-02-11,2024,70.9,13
2021-02-11,2025,71.5,13
2021-02-12,2021,63.9,20
2021-02-12,2022,65.4,18
2021-02-12,2023,67.9,14
2021-02-12,2024,70.9,13
2021-02-12,2025,71.5,13
2021-02-17,2021,64.45,16
2021-02-17,2022,65.4,14
2021-02-17,2023,67.9,12
2021-02-17,2024,70.9,11
2021-02-17,2025,71.5,11
2021-02-18,2021,64.0,15
2021-02-18,2022,65.4,14
2021-02-18,2023,67.9,12
2021-02-18,2024,70.9,11
2021-02-18,2025,71.5,11
2021-02-19,2021,64.0,17
2021-02-19,2022,65.45,16
2021-02-19,2023,67.8,14
2021-02-19,2024,70.3,13
2021-02-19,2025,71.2,13
2021-02-22,2021,65.0,15
2021-02-22,2022,65.9,14
2021-02-22,2023,67.8,12
2021-02-22,2024,70.3,11
2021-02-22,2025,71.2,11
2021-02-23,2021,64.0,17
2021-02-23,2022,65.65,16
2021-02-23,2023,67.45,14
2021-02-23,2024,70.3,13
2021-02-23,2025,71.2,13
2021-02-24,2021,64.0,17
2021-02-24,2022,65.65,16
2021-02-24,2023,67.45,14
2021-02-24,2024,70.3,13
2021-02-24,2025,71.2,13
2021-02-25,2021,64.0,17
2021-02-25,2022,65.65,16
2021-02-25,2023,67.45,14
2021-02-25,2024,70.3,13
2021-02-25,2025,71.2,13
2021-02-26,2021,64.55,18
2021-02-26,2022,65.65,16
2021-02-26,2023,67.4,14
2021-02-26,2024,70.3,12
2021-02-26,2025,71.35,12
2021-03-01,2021,64.1,17
2021-03-01,2022,65.65,16
2021-03-01,2023,67.4,14
2021-03-01,2024,70.3,12
2021-03-01,2025,71.35,12
2021-03-02,2021,64.1,17
2021-03-02,2022,65.65,16
2021-03-02,2023,67.4,14
2021-03-02,2024,70.3,12
2021-03-02,2025,71.35,12
2021-03-03,2021,64.1,17
2021-03-03,2022,65.65,16
2021-03-03,2023,67.4,14
2021-03-03,2024,70.3,12
2021-03-03,2025,71.35,12
2021-03-04,2021,64.1,17
2021-03-04,2022,65.65,16
2021-03-04,2023,67.4,14
2021-03-04,2024,70.3,12
2021-03-04,2025,71.35,12
2021-03-05,2021,64.44,16
2021-03-05,2022,65.5,15
2021-03-05,2023,67.2,13
2021-03-05,2024,70.3,11
2021-03-05,2025,71.2,11
2021-03-08,2021,64.44,16
2021-03-08,2022,65.5,15
2021-03-08,2023,67.2,13
2021-03-08,2024,70.3,11
2021-03-08,2025,71.2,11
2021-03-09,2021,64.44,16
2021-03-09,2022,65.5,15
