survey_date,ano_ref,dlsp_focus_med_pct_pib,numeroRespondentes
2019-04-15,2022,61.3,15
2019-04-15,2023,61.3,15
2019-04-15,2024,61.0,15
2019-04-15,2025,60.0,15
2019-04-16,2019,56.25,24
2019-04-16,2020,58.7,23
2019-04-16,2021,60.1,19
2019-04-16,2022,61.9,17
2019-04-16,2023,62.3,17
2019-04-16,2024,62.0,17
2019-04-16,2025,60.0,16
2019-04-17,2019,56.25,24
2019-04-17,2020,58.7,23
2019-04-17,2021,60.1,19
2019-04-17,2022,61.9,17
2019-04-17,2023,62.3,17
2019-04-17,2024,62.0,17
2019-04-17,2025,60.0,16
2019-04-18,2019,56.25,24
2019-04-18,2020,58.7,23
2019-04-18,2021,60.1,19
2019-04-18,2022,61.9,17
2019-04-18,2023,62.3,17
2019-04-18,2024,62.0,17
2019-04-18,2025,60.0,16
2019-04-22,2019,56.25,26
2019-04-22,2020,58.3,25
2019-04-22,2021,60.0,21
2019-04-22,2022,61.3,19
2019-04-22,2023,61.3,19
2019-04-22,2024,61.5,18
2019-04-22,2025,60.0,17
2019-04-23,2019,56.25,26
2019-04-23,2020,58.3,25
2019-04-23,2021,60.0,21
2019-04-23,2022,61.3,19
2019-04-23,2023,61.3,19
2019-04-23,2024,61.5,18
2019-04-23,2025,60.0,17
2019-04-24,2019,56.25,26
2019-04-24,2020,58.3,25
2019-04-24,2021,60.0,21
2019-04-24,2022,61.3,19
2019-04-24,2023,61.3,19
2019-04-24,2024,61.5,18
2019-04-24,2025,60.0,17
2019-04-25,2019,56.25,26
2019-04-25,2020,58.3,25
2019-04-25,2021,60.0,21
2019-04-25,2022,61.3,19
2019-04-25,2023,61.3,19
2019-04-25,2024,61.5,18
2019-04-25,2025,60.0,17
2019-04-26,2019,56.3,25
2019-04-26,2020,58.5,24
2019-04-26,2021,60.05,20
2019-04-26,2022,61.6,18
2019-04-26,2023,61.8,18
2019-04-26,2024,62.0,17
2019-04-26,2025,60.0,16
2019-04-29,2019,56.15,23
2019-04-29,2020,58.3,23
2019-04-29,2021,60.0,19
2019-04-29,2022,61.9,17
2019-04-29,2023,61.3,17
2019-04-29,2024,61.5,16
2019-04-29,2025,60.0,15
2019-04-30,2019,56.22,24
2019-04-30,2020,58.3,23
2019-04-30,2021,60.0,19
2019-04-30,2022,61.9,17
2019-04-30,2023,61.3,17
2019-04-30,2024,61.5,16
2019-04-30,2025,60.0,15
2019-05-02,2019,56.22,24
2019-05-02,2020,58.3,23
2019-05-02,2021,60.0,19
2019-05-02,2022,61.9,17
2019-05-02,2023,61.3,17
2019-05-02,2024,61.5,16
2019-05-02,2025,60.0,15
2019-05-03,2019,56.3,25
2019-05-03,2020,58.3,24
2019-05-03,2021,59.9,20
2019-05-03,2022,61.1,18
2019-05-03,2023,61.15,18
2019-05-03,2024,61.5,16
2019-05-03,2025,60.0,15
2019-05-06,2019,56.33,24
2019-05-06,2020,58.3,23
2019-05-06,2021,60.0,19
2019-05-06,2022,61.9,17
2019-05-06,2023,61.3,17
2019-05-06,2024,62.0,15
2019-05-06,2025,60.0,14
2019-05-07,2019,56.3,25
2019-05-07,2020,58.3,24
2019-05-07,2021,59.9,20
2019-05-07,2022,61.1,18
2019-05-07,2023,61.15,18
2019-05-07,2024,61.5,16
2019-05-07,2025,60.0,15
2019-05-08,2019,56.3,27
2019-05-08,2020,58.3,26
2019-05-08,2021,59.9,22
2019-05-08,2022,60.8,20
2019-05-08,2023,61.65,20
2019-05-08,2024,62.7,17
2019-05-08,2025,60.6,16
2019-05-09,2019,56.33,26
2019-05-09,2020,58.3,25
2019-05-09,2021,60.0,21
2019-05-09,2022,60.8,20
2019-05-09,2023,61.65,20
2019-05-09,2024,62.7,17
2019-05-09,2025,60.6,16
2019-05-10,2019,56.2,26
2019-05-10,2020,58.3,25
2019-05-10,2021,60.0,21
2019-05-10,2022,60.8,20
2019-05-10,2023,61.65,20
2019-05-10,2024,62.7,17
2019-05-10,2025,60.6,16
2019-05-13,2019,56.2,25
2019-05-13,2020,58.3,24
2019-05-13,2021,59.9,20
2019-05-13,2022,60.3,19
2019-05-13,2023,61.0,19
2019-05-13,2024,62.35,16
2019-05-13,2025,60.0,15
2019-05-14,2019,56.2,25
2019-05-14,2020,58.3,24
2019-05-14,2021,59.9,20
2019-05-14,2022,60.3,19
2019-05-14,2023,61.0,19
2019-05-14,2024,62.35,16
2019-05-14,2025,60.0,15
2019-05-15,2019,56.2,25
2019-05-15,2020,58.3,24
2019-05-15,2021,59.9,20
2019-05-15,2022,60.3,19
2019-05-15,2023,61.0,19
2019-05-15,2024,62.35,16
2019-05-15,2025,60.0,15
2019-05-16,2019,56.2,25
2019-05-16,2020,58.3,24
2019-05-16,2021,60.05,20
2019-05-16,2022,61.3,19
2019-05-16,2023,62.3,19
2019-05-16,2024,63.0,16
2019-05-16,2025,61.2,15
2019-05-17,2019,56.1,25
2019-05-17,2020,58.3,24
2019-05-17,2021,60.0,21
2019-05-17,2022,60.8,20
2019-05-17,2023,61.65,20
2019-05-17,2024,62.7,17
2019-05-17,2025,60.6,16
2019-05-20,2019,56.2,25
2019-05-20,2020,58.4,24
2019-05-20,2021,60.05,22
2019-05-20,2022,61.3,21
2019-05-20,2023,62.3,21
2019-05-20,2024,63.0,18
2019-05-20,2025,61.2,17
2019-05-21,2019,56.2,25
2019-05-21,2020,58.4,24
2019-05-21,2021,60.05,22
2019-05-21,2022,61.3,21
2019-05-21,2023,62.3,21
2019-05-21,2024,63.0,18
2019-05-21,2025,61.2,17
2019-05-22,2019,56.2,25
2019-05-22,2020,58.4,24
2019-05-22,2021,60.05,22
2019-05-22,2022,61.3,21
2019-05-22,2023,62.3,21
2019-05-22,2024,63.0,18
2019-05-22,2025,61.2,17
2019-05-23,2019,56.2,25
2019-05-23,2020,58.4,24
2019-05-23,2021,60.05,22
2019-05-23,2022,61.3,21
2019-05-23,2023,62.3,21
2019-05-23,2024,63.0,18
2019-05-23,2025,61.2,17
2019-05-24,2019,56.2,25
2019-05-24,2020,58.4,24
2019-05-24,2021,60.05,22
2019-05-24,2022,61.3,21
2019-05-24,2023,62.3,21
2019-05-24,2024,63.0,18
2019-05-24,2025,61.2,17
2019-05-27,2019,56.2,25
2019-05-27,2020,58.4,24
2019-05-27,2021,60.05,22
2019-05-27,2022,61.3,21
2019-05-27,2023,62.3,21
2019-05-27,2024,63.0,18
2019-05-27,2025,61.2,17
2019-05-28,2019,56.2,25
2019-05-28,2020,58.4,24
2019-05-28,2021,60.05,22
2019-05-28,2022,61.3,21
2019-05-28,2023,62.3,21
2019-05-28,2024,63.0,18
2019-05-28,2025,61.2,17
2019-05-29,2019,56.35,25
2019-05-29,2020,58.55,24
2019-05-29,2021,60.45,22
2019-05-29,2022,61.6,21
2019-05-29,2023,62.3,21
2019-05-29,2024,63.0,18
2019-05-29,2025,61.9,17
2019-05-30,2019,56.35,25
2019-05-30,2020,58.55,24
2019-05-30,2021,60.45,22
2019-05-30,2022,61.6,21
2019-05-30,2023,62.3,21
2019-05-30,2024,63.0,18
2019-05-30,2025,61.9,17
2019-05-31,2019,56.28,24
2019-05-31,2020,58.55,24
2019-05-31,2021,60.45,22
2019-05-31,2022,61.6,21
2019-05-31,2023,62.3,21
2019-05-31,2024,63.0,18
2019-05-31,2025,61.9,17
2019-06-03,2019,56.15,22
2019-06-03,2020,58.5,21
2019-06-03,2021,60.8,20
2019-06-03,2022,62.2,18
2019-06-03,2023,62.65,18
2019-06-03,2024,63.45,16
2019-06-03,2025,61.9,15
2019-06-04,2019,56.15,24
2019-06-04,2020,58.5,23
2019-06-04,2021,60.8,21
2019-06-04,2022,62.8,19
2019-06-04,2023,63.0,19
2019-06-04,2024,63.3,17
2019-06-04,2025,61.9,16
2019-06-05,2019,56.15,24
2019-06-05,2020,58.5,23
2019-06-05,2021,60.8,21
2019-06-05,2022,62.8,19
2019-06-05,2023,63.0,19
2019-06-05,2024,63.3,17
2019-06-05,2025,61.9,16
2019-06-06,2019,56.15,24
2019-06-06,2020,58.5,23
2019-06-06,2021,60.8,21
2019-06-06,2022,62.8,19
2019-06-06,2023,63.0,19
2019-06-06,2024,63.3,17
2019-06-06,2025,61.9,16
2019-06-07,2019,56.23,24
2019-06-07,2020,58.6,23
2019-06-07,2021,60.9,21
2019-06-07,2022,62.8,19
2019-06-07,2023,63.0,19
2019-06-07,2024,63.3,17
2019-06-07,2025,61.9,16
2019-06-10,2019,56.19,24
2019-06-10,2020,58.55,23
2019-06-10,2021,60.9,21
2019-06-10,2022,62.8,19
2019-06-10,2023,63.0,19
2019-06-10,2024,62.7,17
2019-06-10,2025,61.55,16
2019-06-11,2019,56.1,25
2019-06-11,2020,58.53,24
2019-06-11,2021,60.9,21
2019-06-11,2022,62.8,19
2019-06-11,2023,63.0,19
2019-06-11,2024,62.7,17
2019-06-11,2025,61.55,16
2019-06-12,2019,56.1,25
2019-06-12,2020,58.53,24
2019-06-12,2021,60.9,21
2019-06-12,2022,62.8,19
2019-06-12,2023,63.0,19
2019-06-12,2024,62.7,17
2019-06-12,2025,61.55,16
2019-06-13,2019,56.1,25
2019-06-13,2020,58.53,24
2019-06-13,2021,61.3,21
2019-06-13,2022,62.9,19
2019-06-13,2023,63.6,19
2019-06-13,2024,63.6,17
2019-06-13,2025,61.55,16
2019-06-14,2019,56.1,25
2019-06-14,2020,58.43,24
2019-06-14,2021,61.3,21
2019-06-14,2022,62.8,19
2019-06-14,2023,63.3,19
2019-06-14,2024,63.0,17
2019-06-14,2025,61.55,16
2019-06-17,2019,56.19,22
2019-06-17,2020,58.55,21
2019-06-17,2021,61.55,18
2019-06-17,2022,62.85,16
2019-06-17,2023,63.45,16
2019-06-17,2024,63.0,15
2019-06-17,2025,61.9,15
2019-06-18,2019,56.19,22
2019-06-18,2020,58.55,21
2019-06-18,2021,61.55,18
2019-06-18,2022,62.85,16
2019-06-18,2023,63.45,16
2019-06-18,2024,63.0,15
2019-06-18,2025,61.9,15
2019-06-19,2019,56.19,22
2019-06-19,2020,58.55,21
2019-06-19,2021,61.55,18
2019-06-19,2022,62.85,16
2019-06-19,2023,63.45,16
2019-06-19,2024,63.0,15
2019-06-19,2025,61.9,15
2019-06-21,2019,56.28,25
2019-06-21,2020,58.58,24
2019-06-21,2021,61.3,21
2019-06-21,2022,62.85,18
2019-06-21,2023,63.45,18
2019-06-21,2024,63.3,17
2019-06-21,2025,62.3,17
2019-06-24,2019,56.28,25
2019-06-24,2020,58.58,24
2019-06-24,2021,61.3,21
2019-06-24,2022,62.85,18
2019-06-24,2023,63.45,18
2019-06-24,2024,63.3,17
2019-06-24,2025,62.3,17
2019-06-25,2019,56.28,25
2019-06-25,2020,58.58,24
2019-06-25,2021,61.3,21
2019-06-25,2022,62.85,18
2019-06-25,2023,63.45,18
2019-06-25,2024,63.3,17
2019-06-25,2025,62.3,17
2019-06-26,2019,56.28,25
2019-06-26,2020,58.58,24
2019-06-26,2021,61.3,21
2019-06-26,2022,62.85,18
2019-06-26,2023,63.45,18
2019-06-26,2024,63.3,17
2019-06-26,2025,62.3,17
2019-06-27,2019,56.28,25
2019-06-27,2020,58.58,24
2019-06-27,2021,61.3,21
2019-06-27,2022,62.85,18
2019-06-27,2023,63.45,18
2019-06-27,2024,63.3,17
2019-06-27,2025,62.3,17
2019-06-28,2019,56.19,26
2019-06-28,2020,58.55,25
2019-06-28,2021,60.88,22
2019-06-28,2022,62.8,19
2019-06-28,2023,63.3,19
2019-06-28,2024,63.15,18
2019-06-28,2025,62.1,18
2019-07-01,2019,56.19,26
2019-07-01,2020,58.55,25
2019-07-01,2021,60.88,22
2019-07-01,2022,62.8,19
2019-07-01,2023,63.3,19
2019-07-01,2024,63.15,18
2019-07-01,2025,62.1,18
2019-07-02,2019,56.19,26
2019-07-02,2020,58.55,25
2019-07-02,2021,60.88,22
2019-07-02,2022,62.8,19
2019-07-02,2023,63.3,19
2019-07-02,2024,63.15,18
2019-07-02,2025,62.1,18
2019-07-03,2019,56.19,26
2019-07-03,2020,58.55,25
2019-07-03,2021,60.88,22
2019-07-03,2022,62.8,19
2019-07-03,2023,63.3,19
2019-07-03,2024,63.15,18
2019-07-03,2025,62.1,18
2019-07-04,2019,56.19,26
2019-07-04,2020,58.55,25
2019-07-04,2021,60.88,22
2019-07-04,2022,62.8,19
2019-07-04,2023,63.3,19
2019-07-04,2024,63.15,18
2019-07-04,2025,62.1,18
2019-07-05,2019,56.1,26
2019-07-05,2020,58.3,25
2019-07-05,2021,60.28,22
2019-07-05,2022,61.8,19
2019-07-05,2023,63.0,19
2019-07-05,2024,63.3,17
2019-07-05,2025,62.3,17
2019-07-08,2019,56.1,25
2019-07-08,2020,58.15,24
2019-07-08,2021,60.1,21
2019-07-08,2022,61.7,18
2019-07-08,2023,62.65,18
2019-07-08,2024,63.15,16
2019-07-08,2025,62.1,16
2019-07-09,2019,56.1,25
2019-07-09,2020,58.15,24
2019-07-09,2021,60.1,21
2019-07-09,2022,61.7,18
2019-07-09,2023,62.65,18
2019-07-09,2024,63.15,16
2019-07-09,2025,62.1,16
2019-07-10,2019,56.1,25
2019-07-10,2020,58.15,24
2019-07-10,2021,60.1,21
2019-07-10,2022,61.7,18
2019-07-10,2023,62.65,18
2019-07-10,2024,63.15,16
2019-07-10,2025,62.1,16
2019-07-11,2019,56.0,23
2019-07-11,2020,58.15,22
2019-07-11,2021,60.1,19
2019-07-11,2022,62.3,16
2019-07-11,2023,63.15,16
2019-07-11,2024,63.3,15
2019-07-11,2025,62.3,15
2019-07-12,2019,56.05,22
2019-07-12,2020,58.3,21
2019-07-12,2021,60.1,19
2019-07-12,2022,62.3,16
2019-07-12,2023,63.15,16
2019-07-12,2024,63.3,15
2019-07-12,2025,62.3,15
2019-07-15,2019,56.1,23
2019-07-15,2020,58.3,22
2019-07-15,2021,60.1,19
2019-07-15,2022,62.3,16
2019-07-15,2023,63.15,16
2019-07-15,2024,63.0,15
2019-07-15,2025,61.9,15
2019-07-16,2019,56.1,24
2019-07-16,2020,58.3,23
2019-07-16,2021,60.7,20
2019-07-16,2022,62.8,17
2019-07-16,2023,63.3,17
2019-07-16,2024,63.15,16
2019-07-16,2025,62.1,16
2019-07-17,2019,56.1,24
2019-07-17,2020,58.3,23
2019-07-17,2021,60.7,20
2019-07-17,2022,62.8,17
2019-07-17,2023,63.3,17
2019-07-17,2024,63.15,16
2019-07-17,2025,62.1,16
2019-07-18,2019,56.1,23
2019-07-18,2020,58.15,22
2019-07-18,2021,60.1,19
2019-07-18,2022,62.3,16
2019-07-18,2023,63.15,16
2019-07-18,2024,63.0,15
2019-07-18,2025,61.9,15
2019-07-19,2019,56.1,22
2019-07-19,2020,58.3,21
2019-07-19,2021,60.1,19
2019-07-19,2022,62.3,16
2019-07-19,2023,63.15,16
2019-07-19,2024,63.0,15
2019-07-19,2025,61.9,15
2019-07-22,2019,56.1,19
2019-07-22,2020,58.15,18
2019-07-22,2021,60.65,16
2019-07-22,2022,62.3,14
2019-07-22,2023,63.15,14
2019-07-22,2024,62.7,13
2019-07-22,2025,61.2,13
2019-07-23,2019,56.1,20
2019-07-23,2020,58.3,19
2019-07-23,2021,60.1,17
2019-07-23,2022,61.8,15
2019-07-23,2023,63.0,15
2019-07-23,2024,62.85,14
2019-07-23,2025,61.55,14
2019-07-24,2019,56.1,20
2019-07-24,2020,58.3,19
2019-07-24,2021,60.1,17
2019-07-24,2022,61.8,15
2019-07-24,2023,63.0,15
2019-07-24,2024,62.85,14
2019-07-24,2025,61.55,14
2019-07-25,2019,56.1,21
2019-07-25,2020,58.5,20
2019-07-25,2021,60.7,18
2019-07-25,2022,62.3,16
2019-07-25,2023,63.15,16
2019-07-25,2024,63.0,15
2019-07-25,2025,61.9,15
2019-07-26,2019,56.05,22
2019-07-26,2020,58.3,21
2019-07-26,2021,60.7,18
2019-07-26,2022,62.3,16
2019-07-26,2023,63.15,16
2019-07-26,2024,63.0,15
2019-07-26,2025,61.9,15
2019-07-29,2019,56.1,21
2019-07-29,2020,58.5,20
2019-07-29,2021,61.3,17
2019-07-29,2022,62.8,15
2019-07-29,2023,63.3,15
2019-07-29,2024,63.15,14
2019-07-29,2025,62.1,14
2019-07-30,2019,56.1,22
2019-07-30,2020,58.7,21
2019-07-30,2021,61.3,17
2019-07-30,2022,62.8,15
2019-07-30,2023,63.3,15
2019-07-30,2024,63.15,14
2019-07-30,2025,62.1,14
2019-07-31,2019,56.1,22
2019-07-31,2020,58.7,21
2019-07-31,2021,61.3,17
2019-07-31,2022,62.8,15
2019-07-31,2023,63.3,15
2019-07-31,2024,63.15,14
2019-07-31,2025,62.1,14
2019-08-01,2019,56.1,22
2019-08-01,2020,58.7,21
2019-08-01,2021,61.3,17
2019-08-01,2022,62.8,15
2019-08-01,2023,63.3,15
2019-08-01,2024,63.15,14
2019-08-01,2025,62.1,14
2019-08-02,2019,56.1,22
2019-08-02,2020,58.7,21
2019-08-02,2021,61.3,17
2019-08-02,2022,62.8,15
2019-08-02,2023,63.3,15
2019-08-02,2024,63.15,14
2019-08-02,2025,62.1,14
2019-08-05,2019,56.1,21
2019-08-05,2020,58.75,20
2019-08-05,2021,61.55,16
2019-08-05,2022,62.85,14
2019-08-05,2023,63.45,14
2019-08-05,2024,63.15,14
2019-08-05,2025,62.1,14
2019-08-06,2019,56.1,22
2019-08-06,2020,58.7,21
2019-08-06,2021,61.3,17
2019-08-06,2022,62.8,15
2019-08-06,2023,63.3,15
2019-08-06,2024,63.15,14
2019-08-06,2025,62.1,14
2019-08-07,2019,56.1,23
2019-08-07,2020,58.63,22
2019-08-07,2021,60.88,18
2019-08-07,2022,61.85,16
2019-08-07,2023,62.65,16
2019-08-07,2024,62.85,14
2019-08-07,2025,61.75,14
2019-08-08,2019,56.1,23
2019-08-08,2020,58.63,22
2019-08-08,2021,60.88,18
2019-08-08,2022,61.85,16
2019-08-08,2023,62.65,16
2019-08-08,2024,62.85,14
2019-08-08,2025,61.75,14
2019-08-09,2019,56.1,23
2019-08-09,2020,58.63,22
2019-08-09,2021,60.88,18
2019-08-09,2022,61.8,17
2019-08-09,2023,62.3,16
2019-08-09,2024,62.35,14
2019-08-09,2025,61.4,14
2019-08-12,2019,56.19,22
2019-08-12,2020,58.63,22
2019-08-12,2021,60.95,18
2019-08-12,2022,61.9,17
2019-08-12,2023,62.3,16
2019-08-12,2024,62.35,14
2019-08-12,2025,61.4,14
2019-08-13,2019,56.19,22
2019-08-13,2020,58.63,22
2019-08-13,2021,60.95,18
2019-08-13,2022,61.9,17
2019-08-13,2023,62.3,16
2019-08-13,2024,62.35,14
2019-08-13,2025,61.4,14
2019-08-14,2019,56.5,23
2019-08-14,2020,58.53,22
2019-08-14,2021,60.53,18
2019-08-14,2022,61.6,17
2019-08-14,2023,62.25,16
2019-08-14,2024,62.15,14
2019-08-14,2025,61.4,14
2019-08-15,2019,56.5,23
2019-08-15,2020,58.53,22
2019-08-15,2021,60.53,18
2019-08-15,2022,61.6,17
2019-08-15,2023,62.25,16
2019-08-15,2024,62.15,14
2019-08-15,2025,61.4,14
2019-08-16,2019,56.5,25
2019-08-16,2020,58.53,24
2019-08-16,2021,60.53,20
2019-08-16,2022,61.75,18
2019-08-16,2023,62.3,17
2019-08-16,2024,62.3,15
2019-08-16,2025,61.6,15
2019-08-19,2019,56.5,25
2019-08-19,2020,58.53,24
2019-08-19,2021,60.53,20
2019-08-19,2022,61.75,18
2019-08-19,2023,62.3,17
2019-08-19,2024,62.3,15
2019-08-19,2025,61.6,15
2019-08-20,2019,56.5,25
2019-08-20,2020,58.53,24
2019-08-20,2021,60.53,20
2019-08-20,2022,61.75,18
2019-08-20,2023,62.3,17
2019-08-20,2024,62.3,15
2019-08-20,2025,61.6,15
2019-08-21,2019,56.5,25
2019-08-21,2020,58.53,24
2019-08-21,2021,60.53,20
2019-08-21,2022,61.75,18
2019-08-21,2023,62.3,17
2019-08-21,2024,62.3,15
2019-08-21,2025,61.6,15
2019-08-22,2019,56.5,25
2019-08-22,2020,58.53,24
2019-08-22,2021,60.53,20
2019-08-22,2022,61.75,18
2019-08-22,2023,62.3,17
2019-08-22,2024,62.3,15
2019-08-22,2025,61.6,15
2019-08-23,2019,56.39,24
2019-08-23,2020,58.5,23
2019-08-23,2021,60.6,19
2019-08-23,2022,61.9,17
2019-08-23,2023,62.25,16
2019-08-23,2024,62.15,14
2019-08-23,2025,61.4,14
2019-08-26,2019,56.39,24
2019-08-26,2020,58.5,23
2019-08-26,2021,60.6,19
2019-08-26,2022,61.9,17
2019-08-26,2023,62.25,16
2019-08-26,2024,62.15,14
2019-08-26,2025,61.4,14
2019-08-27,2019,56.39,24
2019-08-27,2020,58.5,23
2019-08-27,2021,60.6,19
2019-08-27,2022,61.9,17
2019-08-27,2023,62.25,16
2019-08-27,2024,62.15,14
2019-08-27,2025,61.4,14
2019-08-28,2019,56.39,24
2019-08-28,2020,58.5,23
2019-08-28,2021,60.6,19
2019-08-28,2022,61.9,17
2019-08-28,2023,62.25,16
2019-08-28,2024,62.15,14
2019-08-28,2025,61.4,14
2019-08-29,2019,56.39,24
2019-08-29,2020,58.5,23
2019-08-29,2021,60.6,19
2019-08-29,2022,61.9,17
2019-08-29,2023,62.25,16
2019-08-29,2024,62.15,14
2019-08-29,2025,61.4,14
2019-08-30,2019,56.39,24
2019-08-30,2020,58.5,23
2019-08-30,2021,60.53,20
2019-08-30,2022,61.75,18
2019-08-30,2023,62.3,17
2019-08-30,2024,62.3,15
2019-08-30,2025,61.6,15
2019-09-02,2019,56.39,24
2019-09-02,2020,58.5,23
2019-09-02,2021,60.53,20
2019-09-02,2022,61.75,18
2019-09-02,2023,62.3,17
2019-09-02,2024,62.3,15
2019-09-02,2025,61.6,15
2019-09-03,2019,56.39,24
2019-09-03,2020,58.5,23
2019-09-03,2021,60.53,20
2019-09-03,2022,61.75,18
2019-09-03,2023,62.3,17
2019-09-03,2024,62.3,15
2019-09-03,2025,61.6,15
2019-09-04,2019,56.39,24
2019-09-04,2020,58.5,23
2019-09-04,2021,60.53,20
2019-09-04,2022,61.75,18
2019-09-04,2023,62.3,17
2019-09-04,2024,62.3,15
2019-09-04,2025,61.6,15
2019-09-05,2019,56.39,24
2019-09-05,2020,58.5,23
2019-09-05,2021,60.53,20
2019-09-05,2022,61.75,18
2019-09-05,2023,62.3,17
2019-09-05,2024,62.3,15
2019-09-05,2025,61.6,15
2019-09-06,2019,56.57,24
2019-09-06,2020,58.55,23
2019-09-06,2021,60.6,19
2019-09-06,2022,61.9,17
2019-09-06,2023,62.3,16
2019-09-06,2024,62.3,15
2019-09-06,2025,61.6,15
2019-09-09,2019,56.5,25
2019-09-09,2020,58.53,24
2019-09-09,2021,60.53,20
2019-09-09,2022,61.75,18
2019-09-09,2023,62.3,17
2019-09-09,2024,62.15,16
2019-09-09,2025,61.4,16
2019-09-10,2019,56.28,25
2019-09-10,2020,58.4,24
2019-09-10,2021,60.33,20
2019-09-10,2022,61.45,18
2019-09-10,2023,62.3,17
2019-09-10,2024,61.5,16
2019-09-10,2025,60.55,16
2019-09-11,2019,56.28,25
2019-09-11,2020,58.4,24
2019-09-11,2021,60.33,20
2019-09-11,2022,61.45,18
2019-09-11,2023,62.3,17
2019-09-11,2024,61.5,16
2019-09-11,2025,60.55,16
2019-09-12,2019,56.19,24
2019-09-12,2020,58.3,23
2019-09-12,2021,60.2,19
2019-09-12,2022,61.3,17
2019-09-12,2023,62.1,16
2019-09-12,2024,61.0,15
2019-09-12,2025,60.0,15
2019-09-13,2019,56.1,25
2019-09-13,2020,58.3,25
2019-09-13,2021,60.05,20
2019-09-13,2022,60.65,18
2019-09-13,2023,61.9,17
2019-09-13,2024,61.5,16
2019-09-13,2025,60.55,16
2019-09-16,2019,56.0,22
2019-09-16,2020,58.0,22
2019-09-16,2021,59.8,17
2019-09-16,2022,60.0,15
2019-09-16,2023,61.0,14
2019-09-16,2024,60.8,13
2019-09-16,2025,60.0,13
2019-09-17,2019,56.0,23
2019-09-17,2020,58.0,23
2019-09-17,2021,59.9,18
2019-09-17,2022,60.0,16
2019-09-17,2023,61.0,15
2019-09-17,2024,60.9,14
2019-09-17,2025,60.0,14
2019-09-18,2019,56.0,23
2019-09-18,2020,58.0,23
2019-09-18,2021,59.9,18
2019-09-18,2022,60.0,16
2019-09-18,2023,61.0,15
2019-09-18,2024,60.9,14
2019-09-18,2025,60.0,14
2019-09-19,2019,56.0,21
2019-09-19,2020,58.0,21
2019-09-19,2021,59.4,16
2019-09-19,2022,60.0,15
2019-09-19,2023,61.0,14
2019-09-19,2024,60.8,13
2019-09-19,2025,60.0,13
2019-09-20,2019,56.05,24
2019-09-20,2020,58.0,24
2019-09-20,2021,60.0,19
2019-09-20,2022,60.0,17
2019-09-20,2023,61.45,16
2019-09-20,2024,61.0,15
2019-09-20,2025,60.0,15
2019-09-23,2019,56.3,22
2019-09-23,2020,58.15,22
2019-09-23,2021,60.0,19
2019-09-23,2022,60.0,17
2019-09-23,2023,61.45,16
2019-09-23,2024,61.0,15
2019-09-23,2025,60.0,15
2019-09-24,2019,56.3,22
2019-09-24,2020,58.15,22
2019-09-24,2021,60.0,19
2019-09-24,2022,60.0,17
2019-09-24,2023,61.45,16
2019-09-24,2024,61.0,15
2019-09-24,2025,60.0,15
2019-09-25,2019,56.3,22
2019-09-25,2020,58.15,22
2019-09-25,2021,60.0,19
2019-09-25,2022,60.0,17
2019-09-25,2023,61.45,16
2019-09-25,2024,61.0,15
2019-09-25,2025,60.0,15
2019-09-26,2019,56.3,22
2019-09-26,2020,58.15,22
2019-09-26,2021,60.0,19
2019-09-26,2022,60.0,17
2019-09-26,2023,61.45,16
2019-09-26,2024,61.0,15
2019-09-26,2025,60.0,15
2019-09-27,2019,56.3,22
2019-09-27,2020,58.15,22
2019-09-27,2021,60.0,19
2019-09-27,2022,60.0,17
2019-09-27,2023,61.45,16
2019-09-27,2024,61.0,15
2019-09-27,2025,60.0,15
2019-09-30,2019,56.3,22
2019-09-30,2020,58.15,22
2019-09-30,2021,59.8,19
2019-09-30,2022,60.0,17
2019-09-30,2023,61.0,16
2019-09-30,2024,60.8,15
2019-09-30,2025,60.0,15
2019-10-01,2019,56.3,22
2019-10-01,2020,58.15,22
2019-10-01,2021,59.8,19
2019-10-01,2022,60.0,17
2019-10-01,2023,61.0,16
2019-10-01,2024,60.8,15
2019-10-01,2025,60.0,15
2019-10-02,2019,56.3,22
2019-10-02,2020,58.15,22
2019-10-02,2021,59.8,19
2019-10-02,2022,60.0,17
2019-10-02,2023,61.0,16
2019-10-02,2024,60.8,15
2019-10-02,2025,60.0,15
2019-10-03,2019,56.1,23
2019-10-03,2020,58.3,23
2019-10-03,2021,59.9,20
2019-10-03,2022,60.0,18
2019-10-03,2023,61.0,17
2019-10-03,2024,60.9,16
2019-10-03,2025,60.0,16
2019-10-04,2019,56.1,23
2019-10-04,2020,58.3,23
2019-10-04,2021,59.9,20
2019-10-04,2022,60.0,18
2019-10-04,2023,61.0,17
2019-10-04,2024,60.85,16
2019-10-04,2025,60.0,16
2019-10-07,2019,56.1,23
2019-10-07,2020,58.3,23
2019-10-07,2021,59.9,20
2019-10-07,2022,60.0,18
2019-10-07,2023,61.0,17
2019-10-07,2024,60.85,16
2019-10-07,2025,60.0,16
2019-10-08,2019,56.1,23
2019-10-08,2020,58.3,23
2019-10-08,2021,60.3,20
2019-10-08,2022,60.55,18
2019-10-08,2023,61.0,17
2019-10-08,2024,60.85,16
2019-10-08,2025,60.0,16
2019-10-09,2019,56.1,23
2019-10-09,2020,58.3,23
2019-10-09,2021,60.3,20
2019-10-09,2022,60.55,18
2019-10-09,2023,61.0,17
2019-10-09,2024,60.85,16
2019-10-09,2025,60.0,16
