survey_date,ano_ref,dlsp_focus_med_pct_pib,numeroRespondentes,dlsp_sgs_pct_pib,dlsp_sgs_yoy_pp,dlsp_sgs_data_obs,dlsp_divulgacao_aprox
2018-11-14,2024,62.0,15,61.3,0.8699999999999974,2024-12-01,2025-05-01
2018-11-14,2025,60.0,15,65.24,3.9399999999999977,2025-12-01,2026-05-01
2018-11-16,2019,56.95,24,54.7,,2019-12-01,2020-05-01
2018-11-16,2020,59.1,21,61.37,6.669999999999995,2020-12-01,2021-05-01
2018-11-16,2021,60.2,19,55.11,-6.259999999999998,2021-12-01,2022-05-01
2018-11-16,2022,61.7,17,56.13,1.0200000000000031,2022-12-01,2023-05-01
2018-11-16,2023,62.45,16,60.43,4.299999999999997,2023-12-01,2024-05-01
2018-11-16,2024,62.0,15,61.3,0.8699999999999974,2024-12-01,2025-05-01
2018-11-16,2025,60.0,15,65.24,3.9399999999999977,2025-12-01,2026-05-01
2018-11-19,2019,57.0,23,54.7,,2019-12-01,2020-05-01
2018-11-19,2020,59.1,21,61.37,6.669999999999995,2020-12-01,2021-05-01
2018-11-19,2021,60.2,19,55.11,-6.259999999999998,2021-12-01,2022-05-01
2018-11-19,2022,61.7,17,56.13,1.0200000000000031,2022-12-01,2023-05-01
2018-11-19,2023,62.45,16,60.43,4.299999999999997,2023-12-01,2024-05-01
2018-11-19,2024,62.0,15,61.3,0.8699999999999974,2024-12-01,2025-05-01
2018-11-19,2025,60.0,15,65.24,3.9399999999999977,2025-12-01,2026-05-01
2018-11-20,2019,57.0,23,54.7,,2019-12-01,2020-05-01
2018-11-20,2020,59.1,21,61.37,6.669999999999995,2020-12-01,2021-05-01
2018-11-20,2021,60.2,19,55.11,-6.259999999999998,2021-12-01,2022-05-01
2018-11-20,2022,61.7,17,56.13,1.0200000000000031,2022-12-01,2023-05-01
2018-11-20,2023,62.45,16,60.43,4.299999999999997,2023-12-01,2024-05-01
2018-11-20,2024,62.0,15,61.3,0.8699999999999974,2024-12-01,2025-05-01
2018-11-20,2025,60.0,15,65.24,3.9399999999999977,2025-12-01,2026-05-01
2018-11-21,2019,57.0,23,54.7,,2019-12-01,2020-05-01
2018-11-21,2020,59.1,21,61.37,6.669999999999995,2020-12-01,2021-05-01
2018-11-21,2021,60.1,19,55.11,-6.259999999999998,2021-12-01,2022-05-01
2018-11-21,2022,61.6,17,56.13,1.0200000000000031,2022-12-01,2023-05-01
2018-11-21,2023,62.45,16,60.43,4.299999999999997,2023-12-01,2024-05-01
2018-11-21,2024,62.0,15,61.3,0.8699999999999974,2024-12-01,2025-05-01
2018-11-21,2025,60.0,15,65.24,3.9399999999999977,2025-12-01,2026-05-01
2018-11-22,2019,57.13,22,54.7,,2019-12-01,2020-05-01
2018-11-22,2020,59.55,20,61.37,6.669999999999995,2020-12-01,2021-05-01
2018-11-22,2021,60.1,18,55.11,-6.259999999999998,2021-12-01,2022-05-01
2018-11-22,2022,61.45,16,56.13,1.0200000000000031,2022-12-01,2023-05-01
2018-11-22,2023,62.3,15,60.43,4.299999999999997,2023-12-01,2024-05-01
2018-11-22,2024,61.0,14,61.3,0.8699999999999974,2024-12-01,2025-05-01
2018-11-22,2025,59.95,14,65.24,3.9399999999999977,2025-12-01,2026-05-01
2018-11-23,2019,57.13,22,54.7,,2019-12-01,2020-05-01
2018-11-23,2020,59.55,20,61.37,6.669999999999995,2020-12-01,2021-05-01
2018-11-23,2021,60.1,18,55.11,-6.259999999999998,2021-12-01,2022-05-01
2018-11-23,2022,61.45,16,56.13,1.0200000000000031,2022-12-01,2023-05-01
2018-11-23,2023,62.3,15,60.43,4.299999999999997,2023-12-01,2024-05-01
2018-11-23,2024,61.0,14,61.3,0.8699999999999974,2024-12-01,2025-05-01
2018-11-23,2025,59.95,14,65.24,3.9399999999999977,2025-12-01,2026-05-01
2018-11-26,2019,57.03,22,54.7,,2019-12-01,2020-05-01
2018-11-26,2020,59.55,20,61.37,6.669999999999995,2020-12-01,2021-05-01
2018-11-26,2021,60.15,18,55.11,-6.259999999999998,2021-12-01,2022-05-01
2018-11-26,2022,61.65,16,56.13,1.0200000000000031,2022-12-01,2023-05-01
2018-11-26,2023,62.5,15,60.43,4.299999999999997,2023-12-01,2024-05-01
2018-11-26,2024,61.0,14,61.3,0.8699999999999974,2024-12-01,2025-05-01
2018-11-26,2025,59.95,14,65.24,3.9399999999999977,2025-12-01,2026-05-01
2018-11-27,2019,57.03,22,54.7,,2019-12-01,2020-05-01
2018-11-27,2020,59.55,20,61.37,6.669999999999995,2020-12-01,2021-05-01
2018-11-27,2021,60.15,18,55.11,-6.259999999999998,2021-12-01,2022-05-01
2018-11-27,2022,61.65,16,56.13,1.0200000000000031,2022-12-01,2023-05-01
2018-11-27,2023,62.5,15,60.43,4.299999999999997,2023-12-01,2024-05-01
2018-11-27,2024,61.0,14,61.3,0.8699999999999974,2024-12-01,2025-05-01
2018-11-27,2025,59.95,14,65.24,3.9399999999999977,2025-12-01,2026-05-01
2018-11-28,2019,57.03,22,54.7,,2019-12-01,2020-05-01
2018-11-28,2020,59.55,20,61.37,6.669999999999995,2020-12-01,2021-05-01
2018-11-28,2021,60.15,18,55.11,-6.259999999999998,2021-12-01,2022-05-01
2018-11-28,2022,61.65,16,56.13,1.0200000000000031,2022-12-01,2023-05-01
2018-11-28,2023,62.5,15,60.43,4.299999999999997,2023-12-01,2024-05-01
2018-11-28,2024,61.0,14,61.3,0.8699999999999974,2024-12-01,2025-05-01
2018-11-28,2025,59.95,14,65.24,3.9399999999999977,2025-12-01,2026-05-01
2018-11-29,2019,57.03,22,54.7,,2019-12-01,2020-05-01
2018-11-29,2020,59.55,20,61.37,6.669999999999995,2020-12-01,2021-05-01
2018-11-29,2021,60.15,18,55.11,-6.259999999999998,2021-12-01,2022-05-01
2018-11-29,2022,61.65,16,56.13,1.0200000000000031,2022-12-01,2023-05-01
2018-11-29,2023,62.5,15,60.43,4.299999999999997,2023-12-01,2024-05-01
2018-11-29,2024,61.0,14,61.3,0.8699999999999974,2024-12-01,2025-05-01
2018-11-29,2025,59.95,14,65.24,3.9399999999999977,2025-12-01,2026-05-01
2018-11-30,2019,57.03,24,54.7,,2019-12-01,2020-05-01
2018-11-30,2020,58.9,22,61.37,6.669999999999995,2020-12-01,2021-05-01
2018-11-30,2021,60.1,19,55.11,-6.259999999999998,2021-12-01,2022-05-01
2018-11-30,2022,61.6,17,56.13,1.0200000000000031,2022-12-01,2023-05-01
2018-11-30,2023,62.4,16,60.43,4.299999999999997,2023-12-01,2024-05-01
2018-11-30,2024,62.0,15,61.3,0.8699999999999974,2024-12-01,2025-05-01
2018-11-30,2025,60.0,15,65.24,3.9399999999999977,2025-12-01,2026-05-01
2018-12-03,2019,57.03,24,54.7,,2019-12-01,2020-05-01
2018-12-03,2020,58.9,22,61.37,6.669999999999995,2020-12-01,2021-05-01
2018-12-03,2021,60.1,19,55.11,-6.259999999999998,2021-12-01,2022-05-01
2018-12-03,2022,61.6,17,56.13,1.0200000000000031,2022-12-01,2023-05-01
2018-12-03,2023,62.4,16,60.43,4.299999999999997,2023-12-01,2024-05-01
2018-12-03,2024,62.0,15,61.3,0.8699999999999974,2024-12-01,2025-05-01
2018-12-03,2025,60.0,15,65.24,3.9399999999999977,2025-12-01,2026-05-01
2018-12-04,2019,57.03,24,54.7,,2019-12-01,2020-05-01
2018-12-04,2020,58.9,22,61.37,6.669999999999995,2020-12-01,2021-05-01
2018-12-04,2021,60.1,19,55.11,-6.259999999999998,2021-12-01,2022-05-01
2018-12-04,2022,61.6,17,56.13,1.0200000000000031,2022-12-01,2023-05-01
2018-12-04,2023,62.4,16,60.43,4.299999999999997,2023-12-01,2024-05-01
2018-12-04,2024,62.0,15,61.3,0.8699999999999974,2024-12-01,2025-05-01
2018-12-04,2025,60.0,15,65.24,3.9399999999999977,2025-12-01,2026-05-01
2018-12-05,2019,56.5,24,54.7,,2019-12-01,2020-05-01
2018-12-05,2020,58.7,23,61.37,6.669999999999995,2020-12-01,2021-05-01
2018-12-05,2021,60.1,19,55.11,-6.259999999999998,2021-12-01,2022-05-01
2018-12-05,2022,61.6,17,56.13,1.0200000000000031,2022-12-01,2023-05-01
2018-12-05,2023,62.4,16,60.43,4.299999999999997,2023-12-01,2024-05-01
2018-12-05,2024,62.0,15,61.3,0.8699999999999974,2024-12-01,2025-05-01
2018-12-05,2025,60.0,15,65.24,3.9399999999999977,2025-12-01,2026-05-01
2018-12-06,2019,56.5,24,54.7,,2019-12-01,2020-05-01
2018-12-06,2020,58.7,23,61.37,6.669999999999995,2020-12-01,2021-05-01
2018-12-06,2021,60.1,19,55.11,-6.259999999999998,2021-12-01,2022-05-01
2018-12-06,2022,61.6,17,56.13,1.0200000000000031,2022-12-01,2023-05-01
2018-12-06,2023,62.4,16,60.43,4.299999999999997,2023-12-01,2024-05-01
2018-12-06,2024,62.0,15,61.3,0.8699999999999974,2024-12-01,2025-05-01
2018-12-06,2025,60.0,15,65.24,3.9399999999999977,2025-12-01,2026-05-01
2018-12-07,2019,56.5,24,54.7,,2019-12-01,2020-05-01
2018-12-07,2020,58.7,23,61.37,6.669999999999995,2020-12-01,2021-05-01
2018-12-07,2021,60.1,19,55.11,-6.259999999999998,2021-12-01,2022-05-01
2018-12-07,2022,61.6,17,56.13,1.0200000000000031,2022-12-01,2023-05-01
2018-12-07,2023,62.4,16,60.43,4.299999999999997,2023-12-01,2024-05-01
2018-12-07,2024,62.0,15,61.3,0.8699999999999974,2024-12-01,2025-05-01
2018-12-07,2025,60.0,15,65.24,3.9399999999999977,2025-12-01,2026-05-01
2018-12-10,2019,56.0,22,54.7,,2019-12-01,2020-05-01
2018-12-10,2020,58.7,21,61.37,6.669999999999995,2020-12-01,2021-05-01
2018-12-10,2021,60.1,17,55.11,-6.259999999999998,2021-12-01,2022-05-01
2018-12-10,2022,61.6,15,56.13,1.0200000000000031,2022-12-01,2023-05-01
2018-12-10,2023,62.4,14,60.43,4.299999999999997,2023-12-01,2024-05-01
2018-12-10,2024,62.0,13,61.3,0.8699999999999974,2024-12-01,2025-05-01
2018-12-10,2025,60.0,13,65.24,3.9399999999999977,2025-12-01,2026-05-01
2018-12-11,2019,56.0,23,54.7,,2019-12-01,2020-05-01
2018-12-11,2020,58.9,22,61.37,6.669999999999995,2020-12-01,2021-05-01
2018-12-11,2021,60.15,18,55.11,-6.259999999999998,2021-12-01,2022-05-01
2018-12-11,2022,61.5,16,56.13,1.0200000000000031,2022-12-01,2023-05-01
2018-12-11,2023,62.3,15,60.43,4.299999999999997,2023-12-01,2024-05-01
2018-12-11,2024,61.0,14,61.3,0.8699999999999974,2024-12-01,2025-05-01
2018-12-11,2025,59.58,14,65.24,3.9399999999999977,2025-12-01,2026-05-01
2018-12-12,2019,56.0,23,54.7,,2019-12-01,2020-05-01
2018-12-12,2020,58.9,22,61.37,6.669999999999995,2020-12-01,2021-05-01
2018-12-12,2021,60.15,18,55.11,-6.259999999999998,2021-12-01,2022-05-01
2018-12-12,2022,61.5,16,56.13,1.0200000000000031,2022-12-01,2023-05-01
2018-12-12,2023,62.3,15,60.43,4.299999999999997,2023-12-01,2024-05-01
2018-12-12,2024,61.0,14,61.3,0.8699999999999974,2024-12-01,2025-05-01
2018-12-12,2025,59.58,14,65.24,3.9399999999999977,2025-12-01,2026-05-01
2018-12-13,2019,56.0,23,54.7,,2019-12-01,2020-05-01
2018-12-13,2020,58.9,22,61.37,6.669999999999995,2020-12-01,2021-05-01
2018-12-13,2021,60.15,18,55.11,-6.259999999999998,2021-12-01,2022-05-01
2018-12-13,2022,61.5,16,56.13,1.0200000000000031,2022-12-01,2023-05-01
2018-12-13,2023,62.3,15,60.43,4.299999999999997,2023-12-01,2024-05-01
2018-12-13,2024,61.0,14,61.3,0.8699999999999974,2024-12-01,2025-05-01
2018-12-13,2025,59.58,14,65.24,3.9399999999999977,2025-12-01,2026-05-01
2018-12-14,2019,56.4,23,54.7,,2019-12-01,2020-05-01
2018-12-14,2020,58.9,22,61.37,6.669999999999995,2020-12-01,2021-05-01
2018-12-14,2021,60.15,18,55.11,-6.259999999999998,2021-12-01,2022-05-01
2018-12-14,2022,61.5,16,56.13,1.0200000000000031,2022-12-01,2023-05-01
2018-12-14,2023,62.3,15,60.43,4.299999999999997,2023-12-01,2024-05-01
2018-12-14,2024,61.0,14,61.3,0.8699999999999974,2024-12-01,2025-05-01
2018-12-14,2025,59.58,14,65.24,3.9399999999999977,2025-12-01,2026-05-01
2018-12-17,2019,56.2,24,54.7,,2019-12-01,2020-05-01
2018-12-17,2020,58.65,22,61.37,6.669999999999995,2020-12-01,2021-05-01
2018-12-17,2021,60.15,18,55.11,-6.259999999999998,2021-12-01,2022-05-01
2018-12-17,2022,61.3,17,56.13,1.0200000000000031,2022-12-01,2023-05-01
2018-12-17,2023,61.53,16,60.43,4.299999999999997,2023-12-01,2024-05-01
2018-12-17,2024,60.0,15,61.3,0.8699999999999974,2024-12-01,2025-05-01
2018-12-17,2025,59.9,15,65.24,3.9399999999999977,2025-12-01,2026-05-01
2018-12-18,2019,56.2,24,54.7,,2019-12-01,2020-05-01
2018-12-18,2020,58.65,22,61.37,6.669999999999995,2020-12-01,2021-05-01
2018-12-18,2021,60.1,19,55.11,-6.259999999999998,2021-12-01,2022-05-01
2018-12-18,2022,60.9,18,56.13,1.0200000000000031,2022-12-01,2023-05-01
2018-12-18,2023,61.0,17,60.43,4.299999999999997,2023-12-01,2024-05-01
2018-12-18,2024,60.5,16,61.3,0.8699999999999974,2024-12-01,2025-05-01
2018-12-18,2025,59.95,16,65.24,3.9399999999999977,2025-12-01,2026-05-01
2018-12-19,2019,56.2,24,54.7,,2019-12-01,2020-05-01
2018-12-19,2020,58.65,22,61.37,6.669999999999995,2020-12-01,2021-05-01
2018-12-19,2021,60.1,19,55.11,-6.259999999999998,2021-12-01,2022-05-01
2018-12-19,2022,60.9,18,56.13,1.0200000000000031,2022-12-01,2023-05-01
2018-12-19,2023,61.0,17,60.43,4.299999999999997,2023-12-01,2024-05-01
2018-12-19,2024,60.5,16,61.3,0.8699999999999974,2024-12-01,2025-05-01
2018-12-19,2025,59.95,16,65.24,3.9399999999999977,2025-12-01,2026-05-01
2018-12-20,2019,56.2,24,54.7,,2019-12-01,2020-05-01
2018-12-20,2020,58.65,22,61.37,6.669999999999995,2020-12-01,2021-05-01
2018-12-20,2021,60.1,19,55.11,-6.259999999999998,2021-12-01,2022-05-01
2018-12-20,2022,60.9,18,56.13,1.0200000000000031,2022-12-01,2023-05-01
2018-12-20,2023,61.0,17,60.43,4.299999999999997,2023-12-01,2024-05-01
2018-12-20,2024,60.5,16,61.3,0.8699999999999974,2024-12-01,2025-05-01
2018-12-20,2025,59.95,16,65.24,3.9399999999999977,2025-12-01,2026-05-01
2018-12-21,2019,56.4,23,54.7,,2019-12-01,2020-05-01
2018-12-21,2020,58.6,21,61.37,6.669999999999995,2020-12-01,2021-05-01
2018-12-21,2021,60.05,18,55.11,-6.259999999999998,2021-12-01,2022-05-01
2018-12-21,2022,60.5,17,56.13,1.0200000000000031,2022-12-01,2023-05-01
2018-12-21,2023,60.88,16,60.43,4.299999999999997,2023-12-01,2024-05-01
2018-12-21,2024,60.0,15,61.3,0.8699999999999974,2024-12-01,2025-05-01
2018-12-21,2025,59.9,15,65.24,3.9399999999999977,2025-12-01,2026-05-01
2018-12-24,2019,56.0,23,54.7,,2019-12-01,2020-05-01
2018-12-24,2020,58.6,21,61.37,6.669999999999995,2020-12-01,2021-05-01
2018-12-24,2021,60.05,18,55.11,-6.259999999999998,2021-12-01,2022-05-01
2018-12-24,2022,60.5,17,56.13,1.0200000000000031,2022-12-01,2023-05-01
2018-12-24,2023,60.88,16,60.43,4.299999999999997,2023-12-01,2024-05-01
2018-12-24,2024,60.0,15,61.3,0.8699999999999974,2024-12-01,2025-05-01
2018-12-24,2025,59.9,15,65.24,3.9399999999999977,2025-12-01,2026-05-01
2018-12-26,2019,56.0,23,54.7,,2019-12-01,2020-05-01
2018-12-26,2020,58.6,21,61.37,6.669999999999995,2020-12-01,2021-05-01
2018-12-26,2021,60.05,18,55.11,-6.259999999999998,2021-12-01,2022-05-01
2018-12-26,2022,60.5,17,56.13,1.0200000000000031,2022-12-01,2023-05-01
2018-12-26,2023,60.88,16,60.43,4.299999999999997,2023-12-01,2024-05-01
2018-12-26,2024,60.0,15,61.3,0.8699999999999974,2024-12-01,2025-05-01
2018-12-26,2025,59.9,15,65.24,3.9399999999999977,2025-12-01,2026-05-01
2018-12-27,2019,56.0,23,54.7,,2019-12-01,2020-05-01
2018-12-27,2020,58.6,21,61.37,6.669999999999995,2020-12-01,2021-05-01
2018-12-27,2021,60.05,18,55.11,-6.259999999999998,2021-12-01,2022-05-01
2018-12-27,2022,60.5,17,56.13,1.0200000000000031,2022-12-01,2023-05-01
2018-12-27,2023,60.88,16,60.43,4.299999999999997,2023-12-01,2024-05-01
2018-12-27,2024,60.0,15,61.3,0.8699999999999974,2024-12-01,2025-05-01
2018-12-27,2025,59.9,15,65.24,3.9399999999999977,2025-12-01,2026-05-01
2018-12-28,2019,56.4,23,54.7,,2019-12-01,2020-05-01
2018-12-28,2020,58.6,21,61.37,6.669999999999995,2020-12-01,2021-05-01
2018-12-28,2021,60.05,18,55.11,-6.259999999999998,2021-12-01,2022-05-01
2018-12-28,2022,60.5,17,56.13,1.0200000000000031,2022-12-01,2023-05-01
2018-12-28,2023,60.88,16,60.43,4.299999999999997,2023-12-01,2024-05-01
2018-12-28,2024,60.0,15,61.3,0.8699999999999974,2024-12-01,2025-05-01
2018-12-28,2025,59.9,15,65.24,3.9399999999999977,2025-12-01,2026-05-01
2018-12-31,2019,56.4,23,54.7,,2019-12-01,2020-05-01
2018-12-31,2020,58.6,21,61.37,6.669999999999995,2020-12-01,2021-05-01
2018-12-31,2021,60.05,18,55.11,-6.259999999999998,2021-12-01,2022-05-01
2018-12-31,2022,60.5,17,56.13,1.0200000000000031,2022-12-01,2023-05-01
2018-12-31,2023,60.88,16,60.43,4.299999999999997,2023-12-01,2024-05-01
2018-12-31,2024,60.0,15,61.3,0.8699999999999974,2024-12-01,2025-05-01
2018-12-31,2025,59.9,15,65.24,3.9399999999999977,2025-12-01,2026-05-01
2019-01-02,2019,56.4,23,54.7,,2019-12-01,2020-05-01
2019-01-02,2020,58.6,21,61.37,6.669999999999995,2020-12-01,2021-05-01
2019-01-02,2021,60.05,18,55.11,-6.259999999999998,2021-12-01,2022-05-01
2019-01-02,2022,60.5,17,56.13,1.0200000000000031,2022-12-01,2023-05-01
2019-01-02,2023,60.88,16,60.43,4.299999999999997,2023-12-01,2024-05-01
2019-01-02,2024,60.0,15,61.3,0.8699999999999974,2024-12-01,2025-05-01
2019-01-02,2025,59.9,15,65.24,3.9399999999999977,2025-12-01,2026-05-01
2019-01-03,2019,56.4,23,54.7,,2019-12-01,2020-05-01
2019-01-03,2020,58.6,21,61.37,6.669999999999995,2020-12-01,2021-05-01
2019-01-03,2021,60.05,18,55.11,-6.259999999999998,2021-12-01,2022-05-01
2019-01-03,2022,60.5,17,56.13,1.0200000000000031,2022-12-01,2023-05-01
2019-01-03,2023,60.88,16,60.43,4.299999999999997,2023-12-01,2024-05-01
2019-01-03,2024,60.0,15,61.3,0.8699999999999974,2024-12-01,2025-05-01
2019-01-03,2025,59.9,15,65.24,3.9399999999999977,2025-12-01,2026-05-01
2019-01-04,2019,56.7,24,54.7,,2019-12-01,2020-05-01
2019-01-04,2020,58.65,22,61.37,6.669999999999995,2020-12-01,2021-05-01
2019-01-04,2021,60.0,19,55.11,-6.259999999999998,2021-12-01,2022-05-01
2019-01-04,2022,60.5,17,56.13,1.0200000000000031,2022-12-01,2023-05-01
2019-01-04,2023,60.88,16,60.43,4.299999999999997,2023-12-01,2024-05-01
2019-01-04,2024,60.0,15,61.3,0.8699999999999974,2024-12-01,2025-05-01
2019-01-04,2025,59.9,15,65.24,3.9399999999999977,2025-12-01,2026-05-01
2019-01-07,2019,56.7,22,54.7,,2019-12-01,2020-05-01
2019-01-07,2020,58.5,20,61.37,6.669999999999995,2020-12-01,2021-05-01
2019-01-07,2021,60.0,17,55.11,-6.259999999999998,2021-12-01,2022-05-01
2019-01-07,2022,60.5,15,56.13,1.0200000000000031,2022-12-01,2023-05-01
2019-01-07,2023,60.88,14,60.43,4.299999999999997,2023-12-01,2024-05-01
2019-01-07,2024,60.5,14,61.3,0.8699999999999974,2024-12-01,2025-05-01
2019-01-07,2025,59.95,14,65.24,3.9399999999999977,2025-12-01,2026-05-01
2019-01-08,2019,56.7,22,54.7,,2019-12-01,2020-05-01
2019-01-08,2020,58.5,20,61.37,6.669999999999995,2020-12-01,2021-05-01
2019-01-08,2021,60.0,17,55.11,-6.259999999999998,2021-12-01,2022-05-01
2019-01-08,2022,60.5,15,56.13,1.0200000000000031,2022-12-01,2023-05-01
2019-01-08,2023,60.88,14,60.43,4.299999999999997,2023-12-01,2024-05-01
2019-01-08,2024,60.5,14,61.3,0.8699999999999974,2024-12-01,2025-05-01
2019-01-08,2025,59.95,14,65.24,3.9399999999999977,2025-12-01,2026-05-01
2019-01-09,2019,56.7,22,54.7,,2019-12-01,2020-05-01
2019-01-09,2020,58.5,20,61.37,6.669999999999995,2020-12-01,2021-05-01
2019-01-09,2021,60.0,17,55.11,-6.259999999999998,2021-12-01,2022-05-01
2019-01-09,2022,60.5,15,56.13,1.0200000000000031,2022-12-01,2023-05-01
2019-01-09,2023,60.88,14,60.43,4.299999999999997,2023-12-01,2024-05-01
2019-01-09,2024,60.5,14,61.3,0.8699999999999974,2024-12-01,2025-05-01
2019-01-09,2025,59.95,14,65.24,3.9399999999999977,2025-12-01,2026-05-01
2019-01-10,2019,57.0,21,54.7,,2019-12-01,2020-05-01
2019-01-10,2020,58.6,19,61.37,6.669999999999995,2020-12-01,2021-05-01
2019-01-10,2021,60.0,17,55.11,-6.259999999999998,2021-12-01,2022-05-01
2019-01-10,2022,60.5,15,56.13,1.0200000000000031,2022-12-01,2023-05-01
2019-01-10,2023,60.88,14,60.43,4.299999999999997,2023-12-01,2024-05-01
2019-01-10,2024,60.5,14,61.3,0.8699999999999974,2024-12-01,2025-05-01
2019-01-10,2025,59.95,14,65.24,3.9399999999999977,2025-12-01,2026-05-01
2019-01-11,2019,56.8,22,54.7,,2019-12-01,2020-05-01
2019-01-11,2020,58.65,20,61.37,6.669999999999995,2020-12-01,2021-05-01
2019-01-11,2021,59.3,18,55.11,-6.259999999999998,2021-12-01,2022-05-01
2019-01-11,2022,59.95,16,56.13,1.0200000000000031,2022-12-01,2023-05-01
2019-01-11,2023,59.9,15,60.43,4.299999999999997,2023-12-01,2024-05-01
2019-01-11,2024,59.9,15,61.3,0.8699999999999974,2024-12-01,2025-05-01
2019-01-11,2025,59.15,15,65.24,3.9399999999999977,2025-12-01,2026-05-01
2019-01-14,2019,56.8,22,54.7,,2019-12-01,2020-05-01
2019-01-14,2020,58.65,20,61.37,6.669999999999995,2020-12-01,2021-05-01
2019-01-14,2021,59.3,18,55.11,-6.259999999999998,2021-12-01,2022-05-01
2019-01-14,2022,59.95,16,56.13,1.0200000000000031,2022-12-01,2023-05-01
2019-01-14,2023,59.9,15,60.43,4.299999999999997,2023-12-01,2024-05-01
2019-01-14,2024,59.9,15,61.3,0.8699999999999974,2024-12-01,2025-05-01
2019-01-14,2025,59.15,15,65.24,3.9399999999999977,2025-12-01,2026-05-01
2019-01-15,2019,56.8,22,54.7,,2019-12-01,2020-05-01
2019-01-15,2020,58.65,20,61.37,6.669999999999995,2020-12-01,2021-05-01
2019-01-15,2021,59.3,18,55.11,-6.259999999999998,2021-12-01,2022-05-01
2019-01-15,2022,59.95,16,56.13,1.0200000000000031,2022-12-01,2023-05-01
2019-01-15,2023,59.9,15,60.43,4.299999999999997,2023-12-01,2024-05-01
2019-01-15,2024,59.9,15,61.3,0.8699999999999974,2024-12-01,2025-05-01
2019-01-15,2025,59.15,15,65.24,3.9399999999999977,2025-12-01,2026-05-01
2019-01-16,2019,56.6,23,54.7,,2019-12-01,2020-05-01
2019-01-16,2020,58.6,21,61.37,6.669999999999995,2020-12-01,2021-05-01
2019-01-16,2021,59.3,18,55.11,-6.259999999999998,2021-12-01,2022-05-01
2019-01-16,2022,59.95,16,56.13,1.0200000000000031,2022-12-01,2023-05-01
2019-01-16,2023,59.9,15,60.43,4.299999999999997,2023-12-01,2024-05-01
2019-01-16,2024,59.9,15,61.3,0.8699999999999974,2024-12-01,2025-05-01
2019-01-16,2025,59.15,15,65.24,3.9399999999999977,2025-12-01,2026-05-01
2019-01-17,2019,56.6,23,54.7,,2019-12-01,2020-05-01
2019-01-17,2020,58.38,22,61.37,6.669999999999995,2020-12-01,2021-05-01
2019-01-17,2021,59.3,18,55.11,-6.259999999999998,2021-12-01,2022-05-01
2019-01-17,2022,59.95,16,56.13,1.0200000000000031,2022-12-01,2023-05-01
2019-01-17,2023,59.9,15,60.43,4.299999999999997,2023-12-01,2024-05-01
2019-01-17,2024,59.9,15,61.3,0.8699999999999974,2024-12-01,2025-05-01
2019-01-17,2025,59.15,15,65.24,3.9399999999999977,2025-12-01,2026-05-01
2019-01-18,2019,56.3,24,54.7,,2019-12-01,2020-05-01
2019-01-18,2020,58.16,23,61.37,6.669999999999995,2020-12-01,2021-05-01
2019-01-18,2021,59.2,19,55.11,-6.259999999999998,2021-12-01,2022-05-01
2019-01-18,2022,59.95,16,56.13,1.0200000000000031,2022-12-01,2023-05-01
2019-01-18,2023,59.9,15,60.43,4.299999999999997,2023-12-01,2024-05-01
2019-01-18,2024,59.9,15,61.3,0.8699999999999974,2024-12-01,2025-05-01
2019-01-18,2025,59.15,15,65.24,3.9399999999999977,2025-12-01,2026-05-01
2019-01-21,2019,56.0,23,54.7,,2019-12-01,2020-05-01
2019-01-21,2020,58.16,23,61.37,6.669999999999995,2020-12-01,2021-05-01
2019-01-21,2021,59.2,19,55.11,-6.259999999999998,2021-12-01,2022-05-01
2019-01-21,2022,59.95,16,56.13,1.0200000000000031,2022-12-01,2023-05-01
2019-01-21,2023,59.9,15,60.43,4.299999999999997,2023-12-01,2024-05-01
2019-01-21,2024,59.9,15,61.3,0.8699999999999974,2024-12-01,2025-05-01
2019-01-21,2025,59.15,15,65.24,3.9399999999999977,2025-12-01,2026-05-01
2019-01-22,2019,56.0,23,54.7,,2019-12-01,2020-05-01
2019-01-22,2020,58.16,23,61.37,6.669999999999995,2020-12-01,2021-05-01
2019-01-22,2021,59.2,19,55.11,-6.259999999999998,2021-12-01,2022-05-01
2019-01-22,2022,59.95,16,56.13,1.0200000000000031,2022-12-01,2023-05-01
2019-01-22,2023,59.9,15,60.43,4.299999999999997,2023-12-01,2024-05-01
2019-01-22,2024,59.9,15,61.3,0.8699999999999974,2024-12-01,2025-05-01
2019-01-22,2025,59.15,15,65.24,3.9399999999999977,2025-12-01,2026-05-01
2019-01-23,2019,56.0,23,54.7,,2019-12-01,2020-05-01
2019-01-23,2020,58.16,23,61.37,6.669999999999995,2020-12-01,2021-05-01
2019-01-23,2021,59.2,19,55.11,-6.259999999999998,2021-12-01,2022-05-01
2019-01-23,2022,59.95,16,56.13,1.0200000000000031,2022-12-01,2023-05-01
2019-01-23,2023,59.9,15,60.43,4.299999999999997,2023-12-01,2024-05-01
2019-01-23,2024,59.9,15,61.3,0.8699999999999974,2024-12-01,2025-05-01
2019-01-23,2025,59.15,15,65.24,3.9399999999999977,2025-12-01,2026-05-01
2019-01-24,2019,56.0,23,54.7,,2019-12-01,2020-05-01
2019-01-24,2020,58.16,23,61.37,6.669999999999995,2020-12-01,2021-05-01
2019-01-24,2021,59.2,19,55.11,-6.259999999999998,2021-12-01,2022-05-01
