ano_ref;mes_publicacao_yyyymm;mes_publicacao;survey_date_previsao;selic_focus_pct;reuniao_focus;selic_sgs_pct_aa_aprox;selic_sgs_data_obs;erro_prev_menos_real_pp;selic_focus_nresp
2026;202601;2026-01;2026-01-26;12,25;R8/2026;;;;100
2026;202602;2026-02;2026-02-23;12,0;R8/2026;;;;96
2026;202603;2026-03;2026-03-30;12,5;R8/2026;;;;84
2026;202604;2026-04;2026-04-27;13,0;R8/2026;;;;97
2026;202605;2026-05;2026-05-25;13,5;R8/2026;;;;107
2026;202606;2026-06;2026-06-08;13,75;R8/2026;;;;50
