bloco;anos;n_anos;n_observacoes_mensais;n_anos_parciais;corr_media_entre_anos;corr_min_anual;corr_max_anual;ipca_focus_media_obs_pct;selic_focus_media_obs_pct;spread_medio_obs_pp;spread_fim_ano_medio_pp;erro_ipca_medio_pp;erro_selic_medio_pp;erro_ipca_rmse_pp;erro_selic_rmse_pp;desancoragem_centro_media_pp;desancoragem_absoluta_media_pp
2019-2022;2019,2020,2021,2022;4;48;0;0,5142661315454781;0,2020721608161715;0,9839027689353037;4,947089583333334;7,059895833333333;2,11280625;1,3422749999999997;-1,2229104166666667;-0,3151041666666667;2,3640653887512646;1,846043770923828;1,0720895833333335;2,01375625
2023-2026;2023,2024,2025,2026;4;42;1;0,6505779902525954;-0,22036327837863254;0,9752558897479114;4,7795452380952375;12,580357142857142;7,800811904761905;8,388133333333334;0,24082499999999996;-0,4618055555555556;0,8629359759629398;1,268782498215426;1,708116666666667;1,708116666666667
