ano_ref;mes_publicacao_yyyymm;mes_publicacao;survey_date_previsao;ipca_focus_ano_pct;ipca_ibge_acum_ano_dez_pct;erro_prev_menos_real_pp;n_edicoes_focus_boletim
2026;202601;2026-01;2026-01-26;3,9906;;;4
2026;202602;2026-02;2026-02-23;3,8864;;;4
2026;202603;2026-03;2026-03-30;4,4671;;;5
2026;202604;2026-04;2026-04-27;4,8924;;;4
2026;202605;2026-05;2026-05-25;5,0904;;;4
2026;202606;2026-06;2026-06-08;5,2243;;;2
