ano_ref;mes_publicacao_yyyymm;mes_publicacao;survey_date_previsao;pib_focus_ano_pct;pib_ibge_4tri_yoy_pct;pib_ibge_4tri_disponivel;erro_prev_menos_real_pp;pib_focus_ano_nresp
2026;202601;2026-01;2026-01-26;1,8;;;;71
2026;202602;2026-02;2026-02-23;1,822;;;;83
2026;202603;2026-03;2026-03-30;1,9115;;;;35
2026;202604;2026-04;2026-04-27;1,8139;;;;61
2026;202605;2026-05;2026-05-25;1,8884;;;;81
