ref_yyyymm;survey_date_previsao;selic_focus_pct;reuniao_focus;selic_sgs_pct_aa_aprox;erro_prev_menos_real_pp;selic_focus_nresp
202303;2023-03-20;13,75;R2/2023;13,75;0,0;90
202305;2023-05-02;13,75;R3/2023;13,75;0,0;87
202306;2023-06-19;13,75;R4/2023;13,75;0,0;102
202309;2023-09-18;12,75;R6/2023;12,75;0,0;103
202312;2023-12-11;11,75;R8/2023;11,75;0,0;93
