ref_yyyymm;survey_date_previsao;selic_focus_pct;reuniao_focus;selic_sgs_pct_aa_aprox;erro_prev_menos_real_pp;selic_focus_nresp
202203;2022-03-14;11,75;R2/2022;11,75;0,0;104
202205;2022-05-02;12,75;R3/2022;12,75;0,0;84
202206;2022-06-13;13,25;R4/2022;13,25;0,0;74
202208;2022-08-01;13,75;R5/2022;13,75;0,0;79
202209;2022-09-19;13,75;R6/2022;13,75;0,0;83
202210;2022-10-24;13,75;R7/2022;13,75;0,0;78
202212;2022-12-05;13,75;R8/2022;13,75;0,0;77
