ano,divulgacao_aprox,focus_ultima_mediana_pct_pib,focus_ultima_survey_date,focus_n_respondentes,n_surveys_focus,dbgg_realizado_dez_pct_pib,dbgg_realizado_yoy_pp,dbgg_sgs_data_obs,dbgg_sgs_codigo,erro_focus_vs_realizado_pp
2022,2023-05-01,74.5,2023-01-27,14,1262,71.68,-5.6299999999999955,2022-12-01,13762,2.819999999999993
