ref_yyyymm;mes_referencia;survey_date_previsao;ipca_focus_med_mensal_pct;ipca_ibge_mensal_pct;erro_prev_menos_real_pp;n_edicoes_focus_boletim
202601;2026-01;2026-01-26;0,35;0,33;0,0199999999999999;4
202602;2026-02;2026-02-23;0,44;0,7;-0,2599999999999999;4
202603;2026-03;2026-03-30;0,7;0,88;-0,18;5
202604;2026-04;2026-04-27;0,72;0,67;0,0499999999999999;4
202605;2026-05;2026-05-25;0,47;0,58;-0,1099999999999999;4
