variavel;coef;std_err;t_stat;p_value;[0.025;0.975]
const;1,2748787695500678;0,16215680922638773;7,862011935435932;3,780120042298795e-15;0,9570572636184156;1,59270027548172
dummy_lula;-0,6279582389522699;0,07193417593648689;-8,72962303073737;2,555228592848749e-18;-0,768946633045352;-0,48696984485918776
dummy_pandemia;0,18288883287767702;0,07111040759588276;2,571899656616033;0,010114220175232553;0,04351499506378331;0,3222626706915707
vix;0,004371271046218902;0,003760076449361662;1,1625484495032012;0,24501275655834076;-0,002998343373647199;0,011740885466085003
commodities;0,1551307682256992;0,008331627623072917;18,619503324427626;2,2327527502885515e-77;0,13880107815187723;0,1714604582995212
