variavel;coef;std_err;t_stat;p_value;[0.025;0.975]
const;-3,8610095621372666;0,5226729611550985;-7,38704667944655;1,501259056033456e-13;-4,885429741694162;-2,836589382580371
dummy_lula;1,690213716937097;0,22981368353075615;7,354713135307691;1,9133757923923933e-13;1,2397871740623292;2,140640259811865
dummy_pandemia;-2,3410399275424925;0,21200773973416584;-11,042238035639155;2,390048019641772e-28;-2,756567461865199;-1,925512393219786
vix;0,06567682908207198;0,01083052184390196;6,0640502857256875;1,32735624590161e-09;0,044449396334249804;0,08690426182989416
commodities;0,5756181460291498;0,02437006815427618;23,619882488024434;2,4081947448416183e-123;0,527853690145982;0,6233826019123176
