variavel;coef;std_err;t_stat;p_value;[0.025;0.975]
const;5,649161233232336;0,1463455682169277;38,60151900779528;0,0;5,362329190230108;5,935993276234564
desancoragem_centro_12m;2,67596511798342;0,09599310891565906;27,876637690050877;5,122913952164481e-171;2,4878220817446977;2,8641081542221425
dummy_lula;3,295805785593879;0,21853653504404133;15,081257625548425;2,151317575314787e-51;2,8674820476013827;3,724129523586375
