variavel;coef;std_err;t_stat;p_value;[0.025;0.975]
const;-1,9022526033306504;0,5975506484730226;-3,1834165157240735;0,001455480782330544;-3,073430353276329;-0,7310748533849718
dummy_lula;-0,6683108802743517;0,2306655426979653;-2,8973156218197773;0,0037637089723488587;-1,1204070364367498;-0,2162147241119537
dummy_pandemia;0,5366812225849882;0,3953587495861024;1,3574537635674815;0,17463707520239602;-0,23820768757656252;1,3115701327465388
vix;-0,10784378510313636;0,032063495396390466;-3,363444433300208;0,0007697633086034733;-0,1706870812985275;-0,04500048890774522
commodities;0,2798484908487305;0,034247652151377324;8,171319003468561;3,050358777748031e-16;0,21272432607697522;0,34697265562048574
