ref_yyyymm;mes_referencia;survey_date_previsao;selic_focus_pct;reuniao_focus;selic_sgs_pct_aa_aprox;erro_prev_menos_real_pp;n_edicoes_focus_boletim
202406;2024-06;2024-06-17;10,5;R4/2024;10,5;0,0;3
