ref_yyyymm;survey_date_previsao;selic_focus_pct;reuniao_focus;selic_sgs_pct_aa_aprox;erro_prev_menos_real_pp;selic_focus_nresp
202401;2024-01-29;11,25;R1/2024;11,25;0,0;88
202403;2024-03-18;10,75;R2/2024;10,75;0,0;94
202405;2024-05-06;10,5;R3/2024;10,5;0,0;95
202406;2024-06-17;10,5;R4/2024;10,5;0,0;101
202407;2024-07-29;10,5;R5/2024;10,5;0,0;85
202409;2024-09-16;10,75;R6/2024;10,75;0,0;102
202411;2024-11-04;11,25;R7/2024;11,25;0,0;88
202412;2024-12-09;12,0;R8/2024;12,25;-0,25;101
