survey_date,ano_ref,dbgg_focus_med_pct_pib,numeroRespondentes,dbgg_sgs_pct_pib,dbgg_sgs_yoy_pp,dbgg_sgs_data_obs,dbgg_divulgacao_aprox
2018-01-22,2023,84.2,17,73.83,2.1499999999999915,2023-12-01,2024-05-01
2018-01-23,2023,84.25,20,73.83,2.1499999999999915,2023-12-01,2024-05-01
2018-01-24,2023,84.25,20,73.83,2.1499999999999915,2023-12-01,2024-05-01
2018-01-25,2023,84.25,20,73.83,2.1499999999999915,2023-12-01,2024-05-01
2018-01-26,2023,84.25,20,73.83,2.1499999999999915,2023-12-01,2024-05-01
2018-01-29,2023,84.25,18,73.83,2.1499999999999915,2023-12-01,2024-05-01
2018-01-30,2023,83.4,18,73.83,2.1499999999999915,2023-12-01,2024-05-01
2018-01-31,2023,83.4,18,73.83,2.1499999999999915,2023-12-01,2024-05-01
2018-02-01,2023,83.4,18,73.83,2.1499999999999915,2023-12-01,2024-05-01
2018-02-02,2023,84.2,19,73.83,2.1499999999999915,2023-12-01,2024-05-01
2018-02-05,2023,84.2,19,73.83,2.1499999999999915,2023-12-01,2024-05-01
2018-02-06,2023,83.6,20,73.83,2.1499999999999915,2023-12-01,2024-05-01
2018-02-07,2023,83.6,20,73.83,2.1499999999999915,2023-12-01,2024-05-01
2018-02-08,2023,83.0,19,73.83,2.1499999999999915,2023-12-01,2024-05-01
2018-02-09,2023,83.6,18,73.83,2.1499999999999915,2023-12-01,2024-05-01
2018-02-14,2023,83.0,17,73.83,2.1499999999999915,2023-12-01,2024-05-01
2018-02-15,2023,83.2,18,73.83,2.1499999999999915,2023-12-01,2024-05-01
2018-02-16,2023,83.2,18,73.83,2.1499999999999915,2023-12-01,2024-05-01
2018-02-19,2023,83.0,17,73.83,2.1499999999999915,2023-12-01,2024-05-01
2018-02-20,2023,83.4,17,73.83,2.1499999999999915,2023-12-01,2024-05-01
2018-02-21,2023,83.4,17,73.83,2.1499999999999915,2023-12-01,2024-05-01
2018-02-22,2023,83.2,18,73.83,2.1499999999999915,2023-12-01,2024-05-01
2018-02-23,2023,83.2,18,73.83,2.1499999999999915,2023-12-01,2024-05-01
2018-02-26,2023,83.2,18,73.83,2.1499999999999915,2023-12-01,2024-05-01
2018-02-27,2023,83.2,18,73.83,2.1499999999999915,2023-12-01,2024-05-01
2018-02-28,2023,83.2,18,73.83,2.1499999999999915,2023-12-01,2024-05-01
2018-03-01,2023,83.2,18,73.83,2.1499999999999915,2023-12-01,2024-05-01
2018-03-02,2023,83.2,18,73.83,2.1499999999999915,2023-12-01,2024-05-01
2018-03-05,2023,83.0,17,73.83,2.1499999999999915,2023-12-01,2024-05-01
2018-03-06,2023,83.0,17,73.83,2.1499999999999915,2023-12-01,2024-05-01
2018-03-07,2023,83.0,17,73.83,2.1499999999999915,2023-12-01,2024-05-01
2018-03-08,2023,83.0,17,73.83,2.1499999999999915,2023-12-01,2024-05-01
