ref_yyyymm;mes_referencia;survey_date_previsao;selic_focus_pct;reuniao_focus;selic_sgs_pct_aa_aprox;erro_prev_menos_real_pp;n_edicoes_focus_boletim
202002;2020-02;2020-02-03;4,25;R1/2020;4,25;0,0;1
202003;2020-03;2020-03-16;4,0;R2/2020;3,75;0,25;3
202005;2020-05;2020-05-04;3,25;R3/2020;3,0;0,25;1
202006;2020-06;2020-06-15;2,25;R4/2020;2,25;0,0;3
202008;2020-08;2020-08-03;2,0;R5/2020;2,0;0,0;1
202009;2020-09;2020-09-14;2,0;R6/2020;2,0;0,0;2
202010;2020-10;2020-10-26;2,0;R7/2020;2,0;0,0;4
202012;2020-12;2020-12-07;2,0;R8/2020;2,0;0,0;1
