survey_date,ano_ref,dbgg_focus_med_pct_pib,numeroRespondentes,dbgg_sgs_pct_pib,dbgg_sgs_yoy_pp,dbgg_sgs_data_obs,dbgg_divulgacao_aprox
2018-01-22,2020,82.4,20,86.94,12.5,2020-12-01,2021-05-01
2018-01-23,2020,82.5,23,86.94,12.5,2020-12-01,2021-05-01
2018-01-24,2020,82.5,23,86.94,12.5,2020-12-01,2021-05-01
2018-01-25,2020,82.5,23,86.94,12.5,2020-12-01,2021-05-01
2018-01-26,2020,82.5,23,86.94,12.5,2020-12-01,2021-05-01
2018-01-29,2020,82.3,21,86.94,12.5,2020-12-01,2021-05-01
2018-01-30,2020,82.0,21,86.94,12.5,2020-12-01,2021-05-01
2018-01-31,2020,82.15,22,86.94,12.5,2020-12-01,2021-05-01
2018-02-01,2020,82.15,22,86.94,12.5,2020-12-01,2021-05-01
2018-02-02,2020,82.0,23,86.94,12.5,2020-12-01,2021-05-01
2018-02-05,2020,82.15,22,86.94,12.5,2020-12-01,2021-05-01
2018-02-06,2020,82.0,25,86.94,12.5,2020-12-01,2021-05-01
2018-02-07,2020,82.0,25,86.94,12.5,2020-12-01,2021-05-01
2018-02-08,2020,81.75,24,86.94,12.5,2020-12-01,2021-05-01
2018-02-09,2020,82.0,23,86.94,12.5,2020-12-01,2021-05-01
2018-02-14,2020,81.75,22,86.94,12.5,2020-12-01,2021-05-01
2018-02-15,2020,81.1,23,86.94,12.5,2020-12-01,2021-05-01
2018-02-16,2020,81.1,23,86.94,12.5,2020-12-01,2021-05-01
2018-02-19,2020,80.8,23,86.94,12.5,2020-12-01,2021-05-01
2018-02-20,2020,80.8,23,86.94,12.5,2020-12-01,2021-05-01
2018-02-21,2020,80.65,24,86.94,12.5,2020-12-01,2021-05-01
2018-02-22,2020,80.8,25,86.94,12.5,2020-12-01,2021-05-01
2018-02-23,2020,80.8,25,86.94,12.5,2020-12-01,2021-05-01
2018-02-26,2020,80.8,25,86.94,12.5,2020-12-01,2021-05-01
2018-02-27,2020,80.8,25,86.94,12.5,2020-12-01,2021-05-01
2018-02-28,2020,80.8,25,86.94,12.5,2020-12-01,2021-05-01
2018-03-01,2020,80.8,25,86.94,12.5,2020-12-01,2021-05-01
2018-03-02,2020,80.8,25,86.94,12.5,2020-12-01,2021-05-01
2018-03-05,2020,80.5,23,86.94,12.5,2020-12-01,2021-05-01
2018-03-06,2020,80.5,23,86.94,12.5,2020-12-01,2021-05-01
2018-03-07,2020,80.5,23,86.94,12.5,2020-12-01,2021-05-01
