survey_date;ipca_focus_ano_pct;ipca_year_ref;ipca_focus_ano_nresp;ipca_ibge_acum_ano_dez_pct;erro_prev_menos_real_pp;meta_centro;meta_inferior;meta_superior;desancoragem_centro;desancoragem_absoluta
2022-09-27;5,7526;2022;95,0;;;3,5;2,0;5,0;2,2526;2,2526
2022-09-28;5,7432;2022;96,0;;;3,5;2,0;5,0;2,2432;2,2432
2022-09-29;5,7377;2022;94,0;;;3,5;2,0;5,0;2,2377000000000002;2,2377000000000002
2022-09-30;5,6492;2022;64,0;;;3,5;2,0;5,0;2,1492000000000004;2,1492000000000004
2022-10-03;5,6079;2022;66,0;;;3,5;2,0;5,0;2,1079;2,1079
2022-10-04;5,5981;2022;64,0;;;3,5;2,0;5,0;2,0980999999999996;2,0980999999999996
2022-10-05;5,5981;2022;62,0;;;3,5;2,0;5,0;2,0980999999999996;2,0980999999999996
2022-10-06;5,6309;2022;61,0;;;3,5;2,0;5,0;2,1308999999999996;2,1308999999999996
2022-10-07;5,6255;2022;49,0;;;3,5;2,0;5,0;2,1254999999999997;2,1254999999999997
2022-10-10;5,6204;2022;50,0;;;3,5;2,0;5,0;2,1204;2,1204
2022-10-11;5,6061;2022;59,0;;;3,5;2,0;5,0;2,1060999999999996;2,1060999999999996
2022-10-13;5,5957;2022;62,0;;;3,5;2,0;5,0;2,0957;2,0957
2022-10-14;5,5643;2022;76,0;;;3,5;2,0;5,0;2,0643000000000002;2,0643000000000002
2022-10-17;5,5641;2022;70,0;;;3,5;2,0;5,0;2,0641;2,0641
2022-10-18;5,5644;2022;69,0;;;3,5;2,0;5,0;2,0644;2,0644
2022-10-19;5,5695;2022;62,0;;;3,5;2,0;5,0;2,0694999999999997;2,0694999999999997
2022-10-20;5,5746;2022;67,0;;;3,5;2,0;5,0;2,0746;2,0746
2022-10-21;5,5978;2022;102,0;;;3,5;2,0;5,0;2,0978000000000003;2,0978000000000003
2022-10-24;5,6032;2022;97,0;;;3,5;2,0;5,0;2,1032;2,1032
2022-10-25;5,6;2022;97,0;;;3,5;2,0;5,0;2,0999999999999996;2,0999999999999996
2022-10-26;5,6061;2022;98,0;;;3,5;2,0;5,0;2,1060999999999996;2,1060999999999996
2022-10-27;5,627;2022;97,0;;;3,5;2,0;5,0;2,127;2,127
2022-10-28;5,6374;2022;58,0;;;3,5;2,0;5,0;2,1374000000000004;2,1374000000000004
2022-10-31;5,6377;2022;53,0;;;3,5;2,0;5,0;2,1376999999999997;2,1376999999999997
2022-11-01;5,6431;2022;50,0;;;3,5;2,0;5,0;2,1430999999999996;2,1430999999999996
2022-11-03;5,6374;2022;52,0;;;3,5;2,0;5,0;2,1374000000000004;2,1374000000000004
2022-11-04;5,6587;2022;69,0;;;3,5;2,0;5,0;2,1586999999999996;2,1586999999999996
2022-11-07;5,6853;2022;62,0;;;3,5;2,0;5,0;2,1853;2,1853
2022-11-08;5,6588;2022;64,0;;;3,5;2,0;5,0;2,1588000000000003;2,1588000000000003
2022-11-09;5,6588;2022;62,0;;;3,5;2,0;5,0;2,1588000000000003;2,1588000000000003
2022-11-10;5,8008;2022;64,0;;;3,5;2,0;5,0;2,3007999999999997;2,3007999999999997
2022-11-11;5,8169;2022;61,0;;;3,5;2,0;5,0;2,3169000000000004;2,3169000000000004
