variavel;coef;std_err;t_stat;p_value;conf_low;conf_high
const;-1,902252603330655;0,5975506484730199;-3,183416515724096;0,0014554807823304301;-3,0734303532763283;-0,7310748533849818
dummy_lula;-0,6683108802743523;0,23066554269796544;-2,8973156218197778;0,0037637089723488587;-1,1204070364367507;-0,21621472411195397
dummy_pandemia;0,53668122258499;0,3953587495861013;1,35745376356749;0,17463707520239335;-0,23820768757655852;1,3115701327465383
vix;-0,10784378510313616;0,03206349539639032;-3,3634444333002174;0,0007697633086034466;-0,170687081298527;-0,045000488907745315
commodities;0,2798484908487304;0,03424765215137711;8,17131900346861;3,050358777746778e-16;0,2127243260769756;0,34697265562048524
