variavel;coef;std_err;t_stat;p_value;conf_low;conf_high
const;1,2748787695500687;0,16215680922638645;7,862011935436;3,78012004229679e-15;0,9570572636184189;1,5927002754817186
dummy_lula;-0,6279582389522699;0,07193417593648697;-8,72962303073736;2,5552285928489864e-18;-0,7689466330453522;-0,4869698448591876
dummy_pandemia;0,18288883287767815;0,07111040759588258;2,5718996566160555;0,01011422017523189;0,04351499506378481;0,3222626706915715
vix;0,0043712710462190125;0,0037600764493616683;1,1625484495032286;0,24501275655832977;-0,0029983433736471016;0,011740885466085127
commodities;0,1551307682256991;0,008331627623072952;18,619503324427534;2,232752750292433e-77;0,13880107815187706;0,17146045829952114
