survey_date,tri_ref,ano_ref,pib_focus_trim_med_pct,numeroRespondentes
2020-03-05,2,2020,2.0,59
2020-03-05,3,2020,2.2,59
2020-03-05,4,2020,2.21,58
2020-03-05,1,2021,2.2,33
2020-03-05,2,2021,2.5,7
2020-03-06,1,2020,1.7,62
2020-03-06,2,2020,1.9,61
2020-03-06,3,2020,2.0,61
2020-03-06,4,2020,2.2,60
2020-03-06,1,2021,2.2,36
2020-03-06,2,2021,2.37,17
2020-03-09,1,2020,1.7,59
2020-03-09,2,2020,1.8,59
2020-03-09,3,2020,2.0,59
2020-03-09,4,2020,2.2,59
2020-03-09,1,2021,2.2,36
2020-03-09,2,2021,2.37,17
2020-03-10,1,2020,1.7,59
2020-03-10,2,2020,1.8,59
2020-03-10,3,2020,2.0,59
2020-03-10,4,2020,2.1,59
2020-03-10,1,2021,2.16,36
2020-03-10,2,2021,2.29,20
2020-03-11,1,2020,1.7,62
2020-03-11,2,2020,1.7,62
2020-03-11,3,2020,1.95,62
2020-03-11,4,2020,2.03,62
2020-03-11,1,2021,2.13,39
2020-03-11,2,2021,2.21,23
2020-03-12,1,2020,1.7,62
2020-03-12,2,2020,1.7,62
2020-03-12,3,2020,1.96,62
2020-03-12,4,2020,2.0,62
2020-03-12,1,2021,2.13,39
2020-03-12,2,2021,2.21,24
2020-03-13,1,2020,1.64,66
2020-03-13,2,2020,1.5,66
2020-03-13,3,2020,1.7,66
2020-03-13,4,2020,1.88,66
2020-03-13,1,2021,2.13,43
2020-03-13,2,2021,2.25,31
2020-03-16,1,2020,1.64,64
2020-03-16,2,2020,1.5,64
2020-03-16,3,2020,1.6,64
2020-03-16,4,2020,1.88,64
2020-03-16,1,2021,2.13,43
2020-03-16,2,2021,2.27,32
2020-03-17,1,2020,1.63,65
2020-03-17,2,2020,1.5,65
2020-03-17,3,2020,1.58,65
2020-03-17,4,2020,1.8,65
2020-03-17,1,2021,2.11,43
2020-03-17,2,2021,2.23,32
2020-03-18,1,2020,1.6,65
2020-03-18,2,2020,1.4,65
2020-03-18,3,2020,1.51,65
2020-03-18,4,2020,1.8,65
2020-03-18,1,2021,2.11,43
2020-03-18,2,2021,2.23,32
2020-03-19,1,2020,1.6,66
2020-03-19,2,2020,1.4,66
2020-03-19,3,2020,1.5,66
2020-03-19,4,2020,1.8,66
2020-03-19,1,2021,2.12,44
2020-03-19,2,2021,2.25,33
2020-03-20,1,2020,1.6,67
2020-03-20,2,2020,1.3,67
2020-03-20,3,2020,1.48,67
2020-03-20,4,2020,1.7,67
2020-03-20,1,2021,2.16,44
2020-03-20,2,2021,2.37,35
2020-03-23,1,2020,1.6,70
2020-03-23,2,2020,1.17,70
2020-03-23,3,2020,1.45,70
2020-03-23,4,2020,1.7,69
2020-03-23,1,2021,2.12,46
2020-03-23,2,2021,2.37,37
2020-03-24,1,2020,1.5,69
2020-03-24,2,2020,0.68,69
2020-03-24,3,2020,1.3,69
2020-03-24,4,2020,1.65,68
2020-03-24,1,2021,2.1,45
2020-03-24,2,2021,2.37,36
2020-03-25,1,2020,1.5,69
2020-03-25,2,2020,0.68,69
2020-03-25,3,2020,1.0,69
2020-03-25,4,2020,1.6,68
2020-03-25,1,2021,2.1,46
2020-03-25,2,2021,2.38,38
2020-03-26,1,2020,1.5,68
2020-03-26,2,2020,0.67,68
2020-03-26,3,2020,0.95,68
2020-03-26,4,2020,1.5,67
2020-03-26,1,2021,2.1,45
2020-03-26,2,2021,2.38,38
2020-03-27,1,2020,1.5,72
2020-03-27,2,2020,-1.77,72
2020-03-27,3,2020,0.61,72
2020-03-27,4,2020,1.5,71
2020-03-27,1,2021,2.0,47
2020-03-27,2,2021,2.5,41
2020-03-30,1,2020,1.3,70
2020-03-30,2,2020,-3.15,70
2020-03-30,3,2020,-0.15,70
2020-03-30,4,2020,1.1,69
2020-03-30,1,2021,1.9,45
2020-03-30,2,2021,2.7,43
2020-03-31,1,2020,1.3,71
2020-03-31,2,2020,-3.34,70
2020-03-31,3,2020,-0.35,70
2020-03-31,4,2020,1.1,69
2020-03-31,1,2021,1.7,45
2020-03-31,2,2021,2.8,43
2020-04-01,1,2020,1.3,71
2020-04-01,2,2020,-3.34,70
2020-04-01,3,2020,-0.35,70
2020-04-01,4,2020,1.1,69
2020-04-01,1,2021,1.7,45
2020-04-01,2,2021,2.8,43
2020-04-02,1,2020,1.3,69
2020-04-02,2,2020,-3.55,68
2020-04-02,3,2020,-0.45,68
2020-04-02,4,2020,1.0,67
2020-04-02,1,2021,1.67,44
2020-04-02,2,2021,3.0,43
2020-04-03,1,2020,1.2,70
2020-04-03,2,2020,-4.3,69
2020-04-03,3,2020,-0.8,69
2020-04-03,4,2020,0.86,68
2020-04-03,1,2021,1.5,47
2020-04-03,2,2021,2.9,46
2020-04-06,1,2020,1.0,67
2020-04-06,2,2020,-5.12,66
2020-04-06,3,2020,-1.2,66
2020-04-06,4,2020,0.4,65
2020-04-06,1,2021,1.4,45
2020-04-06,2,2021,3.91,44
2020-04-07,1,2020,1.0,66
2020-04-07,2,2020,-5.3,65
2020-04-07,3,2020,-1.3,65
2020-04-07,4,2020,0.25,64
2020-04-07,1,2021,1.45,46
2020-04-07,2,2021,4.1,45
2020-04-08,1,2020,0.91,67
2020-04-08,2,2020,-5.9,66
2020-04-08,3,2020,-1.25,66
2020-04-08,4,2020,0.4,65
2020-04-08,1,2021,1.5,47
2020-04-08,2,2021,4.23,46
2020-04-09,1,2020,0.91,69
2020-04-09,2,2020,-5.9,68
2020-04-09,3,2020,-2.02,68
2020-04-09,4,2020,0.03,68
2020-04-09,1,2021,1.4,50
2020-04-09,2,2021,4.1,49
2020-04-13,1,2020,0.81,64
2020-04-13,2,2020,-6.5,63
2020-04-13,3,2020,-2.2,63
2020-04-13,4,2020,-0.48,63
2020-04-13,1,2021,1.4,47
2020-04-13,2,2021,4.86,46
2020-04-14,1,2020,0.7,65
2020-04-14,2,2020,-6.78,64
2020-04-14,3,2020,-2.35,64
2020-04-14,4,2020,-0.6,64
2020-04-14,1,2021,1.3,48
2020-04-14,2,2021,4.8,47
2020-04-15,1,2020,0.65,65
2020-04-15,2,2020,-7.03,64
2020-04-15,3,2020,-2.41,64
2020-04-15,4,2020,-0.6,64
2020-04-15,1,2021,1.3,48
2020-04-15,2,2021,4.91,47
2020-04-16,1,2020,0.5,65
2020-04-16,2,2020,-7.13,64
2020-04-16,3,2020,-2.41,64
2020-04-16,4,2020,-0.6,64
2020-04-16,1,2021,1.3,48
2020-04-16,2,2021,4.91,47
2020-04-17,1,2020,0.5,68
2020-04-17,2,2020,-7.6,67
2020-04-17,3,2020,-3.0,67
2020-04-17,4,2020,-1.0,67
2020-04-17,1,2021,1.0,51
2020-04-17,2,2021,5.0,50
2020-04-20,1,2020,0.45,66
2020-04-20,2,2020,-8.0,65
2020-04-20,3,2020,-3.0,65
2020-04-20,4,2020,-1.0,65
2020-04-20,1,2021,0.99,50
2020-04-20,2,2021,5.0,49
2020-04-22,1,2020,0.4,67
2020-04-22,2,2020,-7.8,66
2020-04-22,3,2020,-3.2,66
2020-04-22,4,2020,-1.0,67
2020-04-22,1,2021,0.98,51
2020-04-22,2,2021,5.1,50
2020-04-23,1,2020,0.29,68
2020-04-23,2,2020,-8.0,67
2020-04-23,3,2020,-3.0,67
2020-04-23,4,2020,-1.1,68
2020-04-23,1,2021,0.84,52
2020-04-23,2,2021,6.0,51
2020-04-24,1,2020,0.45,66
2020-04-24,2,2020,-8.4,65
2020-04-24,3,2020,-3.65,65
2020-04-24,4,2020,-1.35,66
2020-04-24,1,2021,1.0,51
2020-04-24,2,2021,6.0,50
2020-04-27,1,2020,0.4,63
2020-04-27,2,2020,-9.05,62
2020-04-27,3,2020,-3.73,62
2020-04-27,4,2020,-1.49,63
2020-04-27,1,2021,1.0,48
2020-04-27,2,2021,6.5,47
2020-04-28,1,2020,0.29,64
2020-04-28,2,2020,-10.0,63
2020-04-28,3,2020,-4.0,63
2020-04-28,4,2020,-1.49,64
2020-04-28,1,2021,1.0,49
2020-04-28,2,2021,6.58,48
2020-04-29,1,2020,0.4,65
2020-04-29,2,2020,-9.55,64
2020-04-29,3,2020,-3.9,64
2020-04-29,4,2020,-1.55,65
2020-04-29,1,2021,1.0,50
2020-04-29,2,2021,6.5,49
2020-04-30,1,2020,0.29,64
2020-04-30,2,2020,-10.0,63
2020-04-30,3,2020,-4.2,63
2020-04-30,4,2020,-1.8,64
2020-04-30,1,2021,0.98,49
2020-04-30,2,2021,6.58,48
2020-05-04,1,2020,0.24,62
2020-05-04,2,2020,-10.0,62
2020-05-04,3,2020,-4.2,62
2020-05-04,4,2020,-1.8,63
2020-05-04,1,2021,0.99,48
2020-05-04,2,2021,6.83,48
2020-05-05,1,2020,0.18,63
2020-05-05,2,2020,-10.0,63
2020-05-05,3,2020,-4.3,63
2020-05-05,4,2020,-2.0,64
2020-05-05,1,2021,0.98,49
2020-05-05,2,2021,6.65,49
2020-05-06,1,2020,0.05,64
2020-05-06,2,2020,-10.0,64
2020-05-06,3,2020,-4.25,64
2020-05-06,4,2020,-2.0,65
2020-05-06,1,2021,0.98,49
2020-05-06,2,2021,6.65,49
2020-05-07,1,2020,0.05,64
2020-05-07,2,2020,-10.0,64
2020-05-07,3,2020,-4.25,64
2020-05-07,4,2020,-2.0,65
2020-05-07,1,2021,1.0,49
2020-05-07,2,2021,7.0,49
2020-05-08,1,2020,0.14,64
2020-05-08,2,2020,-10.0,64
2020-05-08,3,2020,-4.58,64
2020-05-08,4,2020,-2.21,65
2020-05-08,1,2021,0.7,49
2020-05-08,2,2021,6.65,49
2020-05-11,1,2020,0.0,60
2020-05-11,2,2020,-10.2,60
2020-05-11,3,2020,-5.37,60
2020-05-11,4,2020,-2.4,61
2020-05-11,1,2021,0.6,45
2020-05-11,2,2021,6.65,45
2020-05-12,1,2020,0.0,60
2020-05-12,2,2020,-10.2,60
2020-05-12,3,2020,-5.46,60
2020-05-12,4,2020,-2.4,61
2020-05-12,1,2021,0.6,45
2020-05-12,2,2021,6.65,45
2020-05-13,1,2020,0.0,60
2020-05-13,2,2020,-10.2,60
2020-05-13,3,2020,-5.46,60
2020-05-13,4,2020,-2.4,61
2020-05-13,1,2021,0.6,45
2020-05-13,2,2021,6.65,45
2020-05-14,1,2020,0.0,59
2020-05-14,2,2020,-10.2,59
2020-05-14,3,2020,-5.5,59
2020-05-14,4,2020,-2.45,60
2020-05-14,1,2021,0.5,44
2020-05-14,2,2021,6.58,44
2020-05-15,1,2020,-0.05,58
2020-05-15,2,2020,-11.0,58
2020-05-15,3,2020,-5.56,58
2020-05-15,4,2020,-3.0,59
2020-05-15,1,2021,0.35,44
2020-05-15,2,2021,6.78,44
2020-05-18,1,2020,-0.1,56
2020-05-18,2,2020,-11.3,56
2020-05-18,3,2020,-5.9,56
2020-05-18,4,2020,-3.0,57
2020-05-18,1,2021,0.5,42
2020-05-18,2,2021,6.78,42
2020-05-19,1,2020,-0.1,56
2020-05-19,2,2020,-11.6,56
2020-05-19,3,2020,-5.9,56
2020-05-19,4,2020,-3.1,57
2020-05-19,1,2021,0.4,43
2020-05-19,2,2021,6.9,43
2020-05-20,1,2020,-0.1,56
2020-05-20,2,2020,-12.35,56
2020-05-20,3,2020,-5.95,56
2020-05-20,4,2020,-3.1,57
2020-05-20,1,2021,0.5,44
2020-05-20,2,2021,6.95,44
2020-05-21,1,2020,-0.1,56
2020-05-21,2,2020,-12.35,56
2020-05-21,3,2020,-6.0,56
2020-05-21,4,2020,-3.1,57
2020-05-21,1,2021,0.5,44
2020-05-21,2,2021,6.95,44
2020-05-22,1,2020,-0.3,61
2020-05-22,2,2020,-13.4,61
2020-05-22,3,2020,-6.3,61
2020-05-22,4,2020,-3.41,62
2020-05-22,1,2021,0.27,49
2020-05-22,2,2021,7.16,49
2020-05-25,1,2020,-0.3,59
2020-05-25,2,2020,-13.4,59
2020-05-25,3,2020,-6.5,59
2020-05-25,4,2020,-3.41,60
2020-05-25,1,2021,0.29,48
2020-05-25,2,2021,7.28,48
2020-05-26,1,2020,-0.33,60
2020-05-26,2,2020,-13.46,60
2020-05-26,3,2020,-6.55,60
2020-05-26,4,2020,-3.5,61
2020-05-26,1,2021,0.27,49
2020-05-26,2,2021,7.4,49
2020-05-27,1,2020,-0.33,60
2020-05-27,2,2020,-13.46,60
2020-05-27,3,2020,-6.55,60
2020-05-27,4,2020,-3.5,61
2020-05-27,1,2021,0.27,49
2020-05-27,2,2021,7.4,49
2020-05-28,1,2020,-0.33,60
2020-05-28,2,2020,-13.76,60
2020-05-28,3,2020,-6.55,60
2020-05-28,4,2020,-3.5,61
2020-05-28,1,2021,0.27,49
2020-05-28,2,2021,7.4,49
2020-05-29,2,2020,-14.0,59
2020-05-29,3,2020,-6.5,59
2020-05-29,4,2020,-3.5,60
2020-05-29,1,2021,0.29,48
2020-05-29,2,2021,7.28,48
2020-05-29,3,2021,2.5,5
2020-06-01,2,2020,-14.0,55
2020-06-01,3,2020,-7.0,55
2020-06-01,4,2020,-3.85,56
2020-06-01,1,2021,0.3,45
2020-06-01,2,2021,7.5,45
2020-06-01,3,2021,4.0,8
2020-06-02,2,2020,-14.0,55
2020-06-02,3,2020,-7.1,55
2020-06-02,4,2020,-4.2,56
2020-06-02,1,2021,0.24,44
2020-06-02,2,2021,7.5,44
2020-06-02,3,2021,3.36,10
2020-06-03,2,2020,-14.0,56
2020-06-03,3,2020,-7.21,56
2020-06-03,4,2020,-4.3,57
2020-06-03,1,2021,0.27,45
2020-06-03,2,2021,7.6,45
2020-06-03,3,2021,3.36,10
2020-06-04,2,2020,-14.0,57
2020-06-04,3,2020,-7.32,57
2020-06-04,4,2020,-4.3,58
2020-06-04,1,2021,0.24,46
2020-06-04,2,2021,7.8,46
2020-06-04,3,2021,4.0,12
2020-06-05,2,2020,-13.4,57
2020-06-05,3,2020,-7.6,57
2020-06-05,4,2020,-4.5,58
2020-06-05,1,2021,-0.02,47
2020-06-05,2,2021,8.0,47
2020-06-05,3,2021,4.0,19
2020-06-08,2,2020,-13.4,57
2020-06-08,3,2020,-7.6,57
2020-06-08,4,2020,-4.7,58
2020-06-08,1,2021,-0.51,48
2020-06-08,2,2021,8.55,48
2020-06-08,3,2021,4.05,22
2020-06-09,2,2020,-13.4,58
2020-06-09,3,2020,-7.75,58
2020-06-09,4,2020,-4.7,59
2020-06-09,1,2021,-0.51,48
2020-06-09,2,2021,8.55,48
2020-06-09,3,2021,4.05,22
2020-06-10,2,2020,-13.3,59
2020-06-10,3,2020,-7.7,59
2020-06-10,4,2020,-4.7,60
2020-06-10,1,2021,0.05,49
2020-06-10,2,2021,8.55,48
2020-06-10,3,2021,4.21,24
2020-06-12,2,2020,-13.0,63
2020-06-12,3,2020,-7.7,63
2020-06-12,4,2020,-4.7,64
2020-06-12,1,2021,-0.65,52
2020-06-12,2,2021,8.4,51
2020-06-12,3,2021,4.21,32
2020-06-15,2,2020,-13.0,63
2020-06-15,3,2020,-7.7,63
2020-06-15,4,2020,-4.7,64
2020-06-15,1,2021,-0.65,52
2020-06-15,2,2021,8.4,51
2020-06-15,3,2021,4.33,33
2020-06-16,2,2020,-13.0,63
2020-06-16,3,2020,-7.7,63
2020-06-16,4,2020,-4.7,64
2020-06-16,1,2021,-0.65,52
2020-06-16,2,2021,8.4,51
2020-06-16,3,2021,4.33,33
2020-06-17,2,2020,-13.0,63
2020-06-17,3,2020,-7.82,63
2020-06-17,4,2020,-4.75,64
2020-06-17,1,2021,-0.65,52
2020-06-17,2,2021,8.2,51
2020-06-17,3,2021,4.33,33
2020-06-18,2,2020,-13.0,63
2020-06-18,3,2020,-7.82,63
2020-06-18,4,2020,-4.75,64
2020-06-18,1,2021,-0.65,52
2020-06-18,2,2021,8.2,51
2020-06-18,3,2021,4.33,33
2020-06-19,2,2020,-12.85,64
2020-06-19,3,2020,-7.6,64
2020-06-19,4,2020,-4.7,65
2020-06-19,1,2021,-0.65,52
2020-06-19,2,2021,8.2,51
2020-06-19,3,2021,4.19,34
2020-06-22,2,2020,-12.85,58
2020-06-22,3,2020,-7.6,58
2020-06-22,4,2020,-4.6,59
2020-06-22,1,2021,-1.0,47
2020-06-22,2,2021,8.59,46
2020-06-22,3,2021,4.3,35
2020-06-23,2,2020,-12.8,59
2020-06-23,3,2020,-7.6,59
2020-06-23,4,2020,-4.45,60
2020-06-23,1,2021,-1.0,47
2020-06-23,2,2021,8.59,46
2020-06-23,3,2021,4.35,36
2020-06-24,2,2020,-12.8,59
2020-06-24,3,2020,-7.6,59
2020-06-24,4,2020,-4.45,60
2020-06-24,1,2021,-1.0,47
2020-06-24,2,2021,8.59,46
2020-06-24,3,2021,4.35,36
2020-06-25,2,2020,-12.8,60
2020-06-25,3,2020,-7.55,60
2020-06-25,4,2020,-4.6,61
2020-06-25,1,2021,-1.1,48
2020-06-25,2,2021,8.78,47
2020-06-25,3,2021,4.4,37
2020-06-26,2,2020,-12.81,60
2020-06-26,3,2020,-7.71,60
2020-06-26,4,2020,-4.8,61
2020-06-26,1,2021,-1.2,49
2020-06-26,2,2021,8.79,48
2020-06-26,3,2021,4.35,38
2020-06-29,2,2020,-12.81,59
2020-06-29,3,2020,-7.82,59
2020-06-29,4,2020,-4.85,60
2020-06-29,1,2021,-1.64,48
2020-06-29,2,2021,8.8,47
2020-06-29,3,2021,4.35,38
2020-06-30,2,2020,-12.86,60
2020-06-30,3,2020,-7.91,60
2020-06-30,4,2020,-4.9,61
2020-06-30,1,2021,-2.07,49
2020-06-30,2,2021,9.0,48
2020-06-30,3,2021,4.35,38
2020-07-01,2,2020,-12.9,61
2020-07-01,3,2020,-7.82,61
2020-07-01,4,2020,-4.85,62
2020-07-01,1,2021,-2.07,49
2020-07-01,2,2021,9.0,48
2020-07-01,3,2021,4.19,38
2020-07-02,2,2020,-12.9,61
2020-07-02,3,2020,-7.82,61
2020-07-02,4,2020,-4.85,62
2020-07-02,1,2021,-2.07,49
2020-07-02,2,2021,9.0,48
2020-07-02,3,2021,4.19,38
2020-07-03,2,2020,-12.9,61
2020-07-03,3,2020,-7.6,61
2020-07-03,4,2020,-4.8,62
2020-07-03,1,2021,-2.07,49
2020-07-03,2,2021,9.0,48
2020-07-03,3,2021,4.07,38
2020-07-06,2,2020,-12.53,62
2020-07-06,3,2020,-7.6,61
2020-07-06,4,2020,-4.8,63
2020-07-06,1,2021,-2.09,48
2020-07-06,2,2021,9.2,47
2020-07-06,3,2021,4.07,38
2020-07-07,2,2020,-12.5,63
2020-07-07,3,2020,-7.55,62
2020-07-07,4,2020,-4.8,64
2020-07-07,1,2021,-2.1,49
2020-07-07,2,2021,9.2,48
2020-07-07,3,2021,4.07,38
2020-07-08,2,2020,-12.4,64
2020-07-08,3,2020,-7.6,63
2020-07-08,4,2020,-4.8,65
2020-07-08,1,2021,-2.09,50
2020-07-08,2,2021,9.2,49
2020-07-08,3,2021,4.09,39
2020-07-09,2,2020,-12.5,63
2020-07-09,3,2020,-7.55,62
2020-07-09,4,2020,-4.6,64
2020-07-09,1,2021,-2.07,49
2020-07-09,2,2021,8.79,48
2020-07-09,3,2021,4.07,38
2020-07-10,2,2020,-12.0,63
2020-07-10,3,2020,-7.05,62
2020-07-10,4,2020,-4.75,64
2020-07-10,1,2021,-2.04,50
2020-07-10,2,2021,8.78,49
2020-07-10,3,2021,4.06,39
2020-07-13,2,2020,-12.0,57
2020-07-13,3,2020,-7.05,56
2020-07-13,4,2020,-4.75,58
2020-07-13,1,2021,-2.04,46
2020-07-13,2,2021,8.78,46
2020-07-13,3,2021,4.05,36
2020-07-14,2,2020,-11.55,58
2020-07-14,3,2020,-7.0,57
2020-07-14,4,2020,-4.8,59
2020-07-14,1,2021,-2.0,47
2020-07-14,2,2021,8.78,47
2020-07-14,3,2021,4.09,37
2020-07-15,2,2020,-11.5,60
2020-07-15,3,2020,-7.0,59
2020-07-15,4,2020,-4.7,61
2020-07-15,1,2021,-1.85,48
2020-07-15,2,2021,8.74,48
2020-07-15,3,2021,4.09,37
2020-07-16,2,2020,-11.5,61
2020-07-16,3,2020,-7.0,60
2020-07-16,4,2020,-4.5,61
2020-07-16,1,2021,-1.85,48
2020-07-16,2,2021,8.74,48
2020-07-16,3,2021,4.09,37
2020-07-17,2,2020,-11.5,62
2020-07-17,3,2020,-6.92,61
2020-07-17,4,2020,-4.5,62
2020-07-17,1,2021,-2.0,49
2020-07-17,2,2021,8.61,48
2020-07-17,3,2021,4.2,38
2020-07-20,2,2020,-11.5,61
2020-07-20,3,2020,-6.96,60
2020-07-20,4,2020,-4.5,61
2020-07-20,1,2021,-2.0,48
2020-07-20,2,2021,8.51,47
2020-07-20,3,2021,4.35,38
2020-07-21,2,2020,-11.4,61
2020-07-21,3,2020,-6.96,60
2020-07-21,4,2020,-4.5,61
2020-07-21,1,2021,-2.0,48
2020-07-21,2,2021,8.5,47
2020-07-21,3,2021,4.2,38
2020-07-22,2,2020,-11.4,61
2020-07-22,3,2020,-6.96,60
2020-07-22,4,2020,-4.5,61
2020-07-22,1,2021,-2.0,48
2020-07-22,2,2021,8.5,47
2020-07-22,3,2021,4.2,38
2020-07-23,2,2020,-11.4,63
2020-07-23,3,2020,-7.0,62
2020-07-23,4,2020,-4.5,63
2020-07-23,1,2021,-2.1,50
2020-07-23,2,2021,8.51,49
2020-07-23,3,2021,4.2,40
2020-07-24,2,2020,-11.26,66
2020-07-24,3,2020,-7.0,66
2020-07-24,4,2020,-4.35,66
2020-07-24,1,2021,-1.85,54
2020-07-24,2,2021,8.5,53
2020-07-24,3,2021,4.4,45
2020-07-27,2,2020,-11.2,64
2020-07-27,3,2020,-7.0,64
2020-07-27,4,2020,-4.3,64
2020-07-27,1,2021,-1.38,52
2020-07-27,2,2021,8.4,51
2020-07-27,3,2021,4.4,43
2020-07-28,2,2020,-11.2,64
2020-07-28,3,2020,-7.0,64
2020-07-28,4,2020,-4.3,64
2020-07-28,1,2021,-1.38,52
2020-07-28,2,2021,8.4,51
2020-07-28,3,2021,4.4,43
2020-07-29,2,2020,-11.1,64
2020-07-29,3,2020,-7.0,64
2020-07-29,4,2020,-4.3,64
2020-07-29,1,2021,-1.38,52
2020-07-29,2,2021,8.2,51
2020-07-29,3,2021,4.5,43
2020-07-30,2,2020,-11.1,64
2020-07-30,3,2020,-7.0,64
2020-07-30,4,2020,-4.3,64
2020-07-30,1,2021,-1.38,52
2020-07-30,2,2021,8.2,51
2020-07-30,3,2021,4.5,43
2020-07-31,2,2020,-11.0,65
2020-07-31,3,2020,-7.0,65
2020-07-31,4,2020,-4.3,65
2020-07-31,1,2021,-1.85,52
2020-07-31,2,2021,8.2,51
2020-07-31,3,2021,4.89,44
2020-08-03,2,2020,-11.0,64
2020-08-03,3,2020,-7.0,64
2020-08-03,4,2020,-4.35,64
2020-08-03,1,2021,-2.0,51
2020-08-03,2,2021,8.15,50
2020-08-03,3,2021,4.98,43
2020-08-04,2,2020,-11.0,64
2020-08-04,3,2020,-7.0,64
2020-08-04,4,2020,-4.35,64
2020-08-04,1,2021,-2.0,51
2020-08-04,2,2021,8.15,50
2020-08-04,3,2021,4.98,43
2020-08-05,2,2020,-11.0,64
2020-08-05,3,2020,-6.96,64
2020-08-05,4,2020,-4.3,64
2020-08-05,1,2021,-2.0,51
2020-08-05,2,2021,8.15,50
2020-08-05,3,2021,4.98,43
2020-08-06,2,2020,-11.0,62
2020-08-06,3,2020,-6.91,62
2020-08-06,4,2020,-4.3,62
2020-08-06,1,2021,-2.0,49
2020-08-06,2,2021,8.05,48
2020-08-06,3,2021,4.89,42
2020-08-07,2,2020,-11.0,66
2020-08-07,3,2020,-6.8,66
2020-08-07,4,2020,-4.25,66
2020-08-07,1,2021,-2.0,53
2020-08-07,2,2021,8.0,52
2020-08-07,3,2021,4.8,45
2020-08-10,2,2020,-11.0,65
2020-08-10,3,2020,-6.9,65
2020-08-10,4,2020,-4.2,65
2020-08-10,1,2021,-1.85,52
2020-08-10,2,2021,8.1,51
2020-08-10,3,2021,4.65,46
2020-08-11,2,2020,-11.0,67
2020-08-11,3,2020,-6.7,67
2020-08-11,4,2020,-4.3,67
2020-08-11,1,2021,-1.85,54
2020-08-11,2,2021,8.1,53
2020-08-11,3,2021,4.45,48
2020-08-12,2,2020,-11.0,67
2020-08-12,3,2020,-6.7,67
2020-08-12,4,2020,-4.3,67
2020-08-12,1,2021,-1.85,54
2020-08-12,2,2021,8.1,53
2020-08-12,3,2021,4.45,48
2020-08-13,2,2020,-11.0,66
2020-08-13,3,2020,-6.8,66
2020-08-13,4,2020,-4.3,66
2020-08-13,1,2021,-2.0,53
2020-08-13,2,2021,8.15,52
2020-08-13,3,2021,4.5,47
2020-08-14,2,2020,-10.95,67
2020-08-14,3,2020,-6.5,67
2020-08-14,4,2020,-4.2,67
2020-08-14,1,2021,-2.0,54
2020-08-14,2,2021,8.0,53
2020-08-14,3,2021,4.3,48
2020-08-17,2,2020,-10.75,64
2020-08-17,3,2020,-6.55,64
2020-08-17,4,2020,-4.25,64
2020-08-17,1,2021,-2.0,53
2020-08-17,2,2021,8.0,52
2020-08-17,3,2021,4.2,47
2020-08-18,2,2020,-10.6,65
2020-08-18,3,2020,-6.3,65
2020-08-18,4,2020,-4.2,65
2020-08-18,1,2021,-2.0,54
2020-08-18,2,2021,8.0,53
2020-08-18,3,2021,4.09,48
2020-08-19,2,2020,-10.6,65
2020-08-19,3,2020,-6.3,65
2020-08-19,4,2020,-4.2,65
2020-08-19,1,2021,-2.0,54
2020-08-19,2,2021,8.0,53
2020-08-19,3,2021,4.09,48
2020-08-20,2,2020,-10.58,64
2020-08-20,3,2020,-6.3,64
2020-08-20,4,2020,-4.2,64
2020-08-20,1,2021,-2.0,53
2020-08-20,2,2021,8.0,52
2020-08-20,3,2021,4.08,47
2020-08-21,2,2020,-10.6,65
2020-08-21,3,2020,-6.3,65
2020-08-21,4,2020,-4.2,65
2020-08-21,1,2021,-1.85,54
2020-08-21,2,2021,8.0,53
2020-08-21,3,2021,4.04,48
2020-08-24,2,2020,-10.64,58
2020-08-24,3,2020,-6.25,58
2020-08-24,4,2020,-4.0,58
2020-08-24,1,2021,-2.0,49
2020-08-24,2,2021,8.0,48
2020-08-24,3,2021,4.04,44
2020-08-25,2,2020,-10.64,58
2020-08-25,3,2020,-6.25,58
2020-08-25,4,2020,-4.0,58
2020-08-25,1,2021,-2.0,49
2020-08-25,2,2021,8.0,48
2020-08-25,3,2021,4.04,44
2020-08-26,2,2020,-10.54,58
2020-08-26,3,2020,-6.05,58
2020-08-26,4,2020,-4.0,58
2020-08-26,1,2021,-2.0,49
2020-08-26,2,2021,8.0,48
2020-08-26,3,2021,4.0,44
2020-08-27,2,2020,-10.5,57
2020-08-27,3,2020,-6.0,57
2020-08-27,4,2020,-4.0,57
2020-08-27,1,2021,-2.05,50
2020-08-27,2,2021,8.0,49
2020-08-27,3,2021,4.0,45
2020-08-28,2,2020,-10.5,60
2020-08-28,3,2020,-6.0,60
2020-08-28,4,2020,-4.0,60
2020-08-28,1,2021,-1.8,52
2020-08-28,2,2021,8.0,51
2020-08-28,3,2021,3.99,47
2020-08-31,2,2020,-10.54,60
2020-08-31,3,2020,-6.0,59
2020-08-31,4,2020,-3.9,59
2020-08-31,1,2021,-1.8,50
2020-08-31,2,2021,8.0,49
2020-08-31,3,2021,3.99,47
2020-09-01,3,2020,-6.0,60
2020-09-01,4,2020,-3.85,60
2020-09-01,1,2021,-1.7,51
2020-09-01,2,2021,8.0,50
2020-09-01,3,2021,3.99,47
2020-09-01,4,2021,2.5,1
2020-09-02,3,2020,-5.95,59
2020-09-02,4,2020,-3.8,59
2020-09-02,1,2021,-1.5,51
2020-09-02,2,2021,8.0,50
